relative time stamp,Walking,Standing,Sitting,Going Upstairs,Going Downstairs,Going In Lift,annotation any activity,yaw,pitch,roll,acc_x,acc_y,acc_z,pressure[pa],altitude[m],temperature[c],sensor Back,stretch left,stretch right,switch left,switch right
2085,0,0,0,0,0,0,0,-40.88,52.77,35.74,1.72,-2.62,21.91,101131,-17.79,25.70,1,0,46,0,0
2149,0,0,0,0,0,0,0,-40.31,52.98,35.31,0.79,-1.74,22.43,101140,-18.04,25.70,1,2,63,0,0
2197,0,0,0,0,0,0,0,-39.43,53.31,34.63,0.07,-3.78,21.33,101137,-18.04,25.80,0,4,53,0,0
2244,0,0,0,0,0,0,0,-38.50,53.44,34.01,-1.58,-5.18,19.22,101139,-17.87,25.80,0,3,67,0,0
2292,0,0,0,0,0,0,0,-37.82,53.19,33.71,-1.03,-1.06,16.74,101141,-17.87,25.80,4,2,61,0,0
2341,0,0,0,0,0,0,0,-37.42,53.11,33.43,5.12,4.42,19.81,101143,-18.12,25.80,1,0,68,0,0
2405,0,0,0,0,0,0,0,-36.36,53.05,33.16,11.18,-3.42,18.08,101140,-18.37,25.80,3,0,72,0,0
2452,0,0,0,0,0,0,0,-35.47,52.43,33.51,5.60,-3.75,13.85,101144,-18.12,25.80,8,0,68,0,0
2500,0,0,0,0,0,0,0,-35.06,51.79,34.04,-0.81,-0.78,17.74,101139,-17.87,25.80,8,0,82,0,0
2548,0,0,0,0,0,0,0,-34.54,51.60,34.17,0.91,0.87,18.66,101144,-18.04,25.80,0,1,91,0,0
2596,0,0,0,0,0,0,0,-33.69,51.75,33.87,5.20,-2.28,15.52,101136,-17.54,25.80,4,0,157,0,0
2644,0,0,0,0,0,0,0,-33.09,51.93,33.71,6.15,-3.94,13.71,101125,-17.54,25.80,8,0,155,0,0
2692,0,0,0,0,0,0,0,-32.88,51.80,33.94,3.01,-1.00,14.31,101136,-17.79,25.80,3,1,182,0,0
2741,0,0,0,0,0,0,0,-31.85,51.47,34.21,1.40,0.69,14.40,101142,-17.87,25.80,4,2,74,0,0
2804,0,0,0,0,0,0,0,-30.98,51.10,34.48,3.75,-0.71,12.33,101144,-18.37,25.80,3,2,95,0,0
2853,0,0,0,0,0,0,0,-30.80,50.95,34.62,4.41,-2.65,12.69,101144,-18.29,25.80,5,0,57,0,0
2900,0,0,0,0,0,0,0,-30.62,50.83,34.73,5.09,-3.00,11.99,101146,-18.04,25.80,8,2,47,0,0
2948,0,0,0,0,0,0,0,-30.58,50.75,34.78,5.20,-3.16,12.98,101136,-18.29,25.80,4,0,36,0,0
2996,0,0,0,0,0,0,0,-30.62,50.68,34.83,6.71,-4.85,12.52,101131,-17.37,25.80,4,4,61,0,0
3044,0,0,0,0,0,0,0,-31.00,50.52,34.92,3.56,-5.85,10.75,101142,-17.79,25.80,8,0,36,0,0
3092,0,0,0,0,0,0,0,-31.63,50.21,35.33,3.52,-2.09,12.97,101137,-18.29,25.80,2,4,51,0,0
3156,0,0,0,0,0,0,0,-32.18,50.06,35.65,6.61,1.22,13.25,101137,-18.37,25.80,6,1,52,0,0
3205,0,0,0,0,0,0,0,-32.40,49.90,35.66,4.37,1.43,13.97,101136,-18.54,25.80,6,1,136,0,0
3255,0,0,0,0,0,0,0,-32.18,49.64,35.76,2.21,0.54,12.38,101134,-18.29,25.80,2,2,27,0,0
3300,0,0,0,0,0,0,0,-32.02,49.51,35.92,3.43,0.38,10.78,101140,-18.37,25.80,3,4,46,0,0
3349,0,0,0,0,0,0,0,-31.65,49.48,35.84,5.80,-2.01,9.48,101140,-18.04,25.80,10,0,34,0,0
3401,0,0,0,0,0,0,0,-31.23,48.77,36.32,5.51,-2.56,7.38,101136,-18.12,25.80,3,1,148,0,0
3445,0,0,0,0,0,0,0,-31.96,47.33,37.57,8.63,-8.19,12.20,101142,-18.62,25.80,8,1,108,0,0
3492,0,0,0,0,0,0,0,-33.93,46.20,38.95,9.15,-5.82,12.16,101137,-17.87,25.80,9,2,100,0,0
3556,0,1,0,0,0,0,0,-36.04,45.47,40.28,7.22,-3.24,12.79,101137,-18.79,25.80,9,1,76,0,0
3604,0,1,0,0,0,0,0,-36.92,45.23,40.72,6.53,-2.25,11.91,101139,-17.62,25.80,8,1,21,0,0
3652,0,1,0,0,0,0,0,-37.08,45.76,40.32,2.70,-1.89,16.89,101136,-17.79,25.80,6,0,60,0,0
3701,0,1,0,0,0,0,0,-36.03,47.67,38.34,5.65,1.11,3.53,101134,-17.87,25.80,10,0,146,0,0
3749,0,1,0,0,0,0,0,-32.41,49.00,35.93,5.75,-2.32,14.54,101142,-18.54,25.80,7,2,63,0,0
3796,0,1,0,0,0,0,0,-31.74,49.12,35.33,7.06,-2.72,7.26,101143,-18.62,25.80,8,1,56,0,0
3844,0,1,0,0,0,0,0,-32.21,49.15,35.25,4.79,-1.23,7.71,101134,-17.87,25.80,4,3,59,0,0
3892,0,1,0,0,0,0,0,-33.33,49.25,35.42,6.23,-3.62,9.09,101140,-18.37,25.80,8,3,68,0,0
3956,0,1,0,0,0,0,0,-34.57,48.99,35.74,5.97,-5.78,7.50,101131,-18.54,25.80,4,0,64,0,0
4004,0,1,0,0,0,0,0,-35.54,48.68,36.13,5.63,-2.54,9.40,101139,-18.29,25.80,1,2,66,0,0
4052,0,1,0,0,0,0,0,-35.74,48.79,36.23,7.20,-0.60,6.89,101136,-18.29,25.80,3,2,47,0,0
4100,0,1,0,0,0,0,0,-35.26,48.88,36.21,6.11,-0.34,7.87,101139,-17.87,25.80,0,2,54,0,0
4149,0,1,0,0,0,0,0,-34.60,48.91,36.08,5.89,-3.34,6.54,101140,-18.62,25.80,1,0,54,0,0
4196,0,1,0,0,0,0,0,-35.23,49.09,36.06,4.55,-4.02,7.00,101137,-18.04,25.80,4,1,67,0,0
4244,0,1,0,0,0,0,0,-36.39,49.62,35.73,5.26,-3.76,7.31,101137,-18.37,25.80,3,0,70,0,0
4292,0,1,0,0,0,0,0,-37.52,50.20,35.44,11.15,-3.52,7.96,101143,-18.04,25.80,5,4,55,0,0
4357,0,1,0,0,0,0,0,-37.88,50.31,35.48,10.66,-0.13,4.55,101145,-18.29,25.80,8,0,56,0,0
4404,0,1,0,0,0,0,0,-36.48,49.49,35.77,9.85,4.11,9.30,101140,-18.62,25.80,7,0,59,0,0
4453,0,1,0,0,0,0,0,-32.98,49.27,35.19,8.85,-1.52,9.23,101140,-18.12,25.80,8,0,64,0,0
4500,0,1,0,0,0,0,0,-31.59,49.11,35.18,10.81,-3.10,1.87,101139,-17.87,25.80,0,4,71,0,0
4548,0,1,0,0,0,0,0,-31.21,48.60,35.26,2.18,2.11,7.61,101137,-18.04,25.80,5,0,50,0,0
4601,0,1,0,0,0,0,0,-30.19,48.26,35.13,-0.37,-3.18,6.82,101139,-18.04,25.80,3,0,47,0,0
4644,0,1,0,0,0,0,0,-29.69,48.14,35.16,2.07,-2.17,5.20,101146,-18.12,25.80,8,2,47,0,0
4708,0,1,0,0,0,0,0,-29.66,48.02,35.39,5.50,-0.17,6.53,101143,-18.04,25.80,3,0,62,0,0
4756,0,1,0,0,0,0,0,-29.23,47.83,35.52,5.82,-2.81,5.67,101139,-18.04,25.80,1,0,67,0,0
4804,0,1,0,0,0,0,0,-29.31,47.64,35.76,6.42,-3.09,4.42,101134,-18.04,25.80,5,0,59,0,0
4853,0,1,0,0,0,0,0,-29.87,47.53,36.07,4.65,-1.34,4.91,101136,-17.62,25.80,2,0,62,0,0
4900,0,1,0,0,0,0,0,-30.27,47.45,36.37,6.27,2.03,6.57,101134,-18.29,25.80,3,4,63,0,0
4949,0,1,0,0,0,0,0,-29.19,47.11,36.70,10.52,-0.96,6.87,101134,-17.87,25.80,8,1,75,0,0
4996,0,1,0,0,0,0,0,-27.45,45.98,37.81,8.44,-10.22,3.28,101139,-17.87,25.80,12,0,70,0,0
5044,0,1,0,0,0,0,0,-27.62,45.99,37.84,10.34,-9.43,0.18,101136,-17.79,25.80,7,0,48,0,0
5108,0,1,0,0,0,0,0,-29.84,46.73,37.35,10.03,-1.78,5.37,101134,-18.04,25.80,8,0,48,0,0
5156,0,1,0,0,0,0,0,-30.21,46.88,36.79,5.61,0.03,7.21,101131,-17.62,25.80,4,0,48,0,0
5204,0,1,0,0,0,0,0,-30.44,46.61,36.82,7.50,1.01,5.58,101139,-18.12,25.80,6,4,47,0,0
5252,0,1,0,0,0,0,0,-30.78,46.35,37.02,5.23,0.89,7.29,101143,-18.62,25.80,4,0,70,0,0
5300,0,1,0,0,0,0,0,-30.82,45.92,37.34,3.64,2.75,7.32,101145,-18.37,25.80,7,0,75,0,0
5348,0,1,0,0,0,0,0,-30.48,45.55,37.57,4.91,1.24,7.28,101136,-18.29,25.80,5,1,87,0,0
5396,0,1,0,0,0,0,0,-30.07,45.37,37.70,8.45,-2.46,5.42,101137,-18.12,25.80,3,0,79,0,0
5444,0,1,0,0,0,0,0,-29.92,45.19,37.95,9.42,-6.28,4.07,101142,-18.37,25.80,4,2,75,0,0
5509,0,1,0,0,0,0,0,-30.13,44.99,38.23,9.22,-6.94,3.64,101136,-18.29,25.80,8,3,61,0,0
5556,0,1,0,0,0,0,0,-30.68,44.77,38.65,10.33,-4.31,4.26,101140,-18.29,25.80,3,0,68,0,0
5604,0,1,0,0,0,0,0,-31.10,44.53,38.99,10.97,-2.75,5.43,101139,-17.62,25.80,13,0,60,0,0
5652,0,1,0,0,0,0,0,-31.39,44.21,39.20,7.54,-3.89,6.19,101133,-18.12,25.80,10,2,58,0,0
5700,0,1,0,0,0,0,0,-31.64,43.80,39.58,6.67,-3.24,6.38,101136,-18.04,25.80,12,0,52,0,0
5748,0,1,0,0,0,0,0,-31.93,43.43,39.99,7.92,-1.57,5.89,101137,-18.29,25.80,12,0,52,0,0
5796,0,1,0,0,0,0,0,-32.04,43.04,40.35,6.96,-0.74,5.63,101142,-18.62,25.80,7,0,46,0,0
5844,0,1,0,0,0,0,0,-32.04,42.72,40.62,6.55,-1.27,6.83,101139,-18.12,25.80,10,2,55,0,0
5908,0,1,0,0,0,0,0,-32.06,42.53,40.78,7.69,-1.92,5.98,101142,-18.79,25.80,11,0,49,0,0
5956,0,1,0,0,0,0,0,-32.16,42.45,40.84,8.55,-1.89,6.61,101137,-18.29,25.80,7,0,40,0,0
6004,0,1,0,0,0,0,0,-32.31,42.47,40.80,7.84,-1.91,6.33,101134,-18.04,25.80,11,0,36,0,0
6052,0,1,0,0,0,0,0,-32.45,42.54,40.75,7.68,-1.62,6.16,101137,-18.29,25.80,14,0,36,0,0
6100,0,1,0,0,0,0,0,-32.50,42.58,40.72,7.18,-1.53,5.86,101145,-18.62,25.80,12,0,34,0,0
6148,0,1,0,0,0,0,0,-32.46,42.61,40.68,7.60,-1.76,6.34,101147,-18.62,25.80,12,1,40,0,0
6196,0,1,0,0,0,0,0,-32.42,42.69,40.57,8.16,-2.00,6.04,101140,-18.54,25.80,10,4,43,0,0
6260,0,1,0,0,0,0,0,-32.34,42.76,40.41,8.08,-2.45,6.37,101134,-17.37,25.80,10,1,41,0,0
6308,0,1,0,0,0,0,0,-32.32,42.93,40.18,9.15,-3.28,5.96,101139,-17.87,25.80,12,4,47,0,0
6356,0,1,0,0,0,0,0,-32.32,43.07,39.94,8.96,-3.57,5.81,101128,-17.37,25.80,7,0,40,0,0
6404,0,1,0,0,0,0,0,-32.34,43.19,39.74,8.74,-3.51,5.78,101140,-18.62,25.80,11,0,37,0,0
6452,0,1,0,0,0,0,0,-32.44,43.34,39.56,8.66,-3.22,5.27,101137,-17.87,25.80,14,2,39,0,0
6500,0,1,0,0,0,0,0,-32.56,43.45,39.43,8.43,-3.33,5.75,101134,-17.54,25.80,12,0,48,0,0
6548,0,1,0,0,0,0,0,-32.61,43.50,39.35,8.86,-2.84,5.94,101131,-17.54,25.80,16,2,43,0,0
6596,0,1,0,0,0,0,0,-32.52,43.46,39.27,8.96,-3.17,5.89,101140,-18.29,25.80,12,0,41,0,0
6660,0,1,0,0,0,0,0,-32.55,43.45,39.22,8.67,-3.43,5.53,101131,-17.87,25.80,10,1,41,0,0
6708,0,1,0,0,0,0,0,-32.74,43.52,39.20,8.74,-3.12,5.89,101128,-17.62,25.80,9,0,37,1,0
6756,0,1,0,0,0,0,0,-32.89,43.54,39.20,8.56,-2.79,5.79,101133,-17.87,25.80,9,0,42,1,0
6805,0,1,0,0,0,0,0,-33.01,43.51,39.23,8.32,-2.40,5.48,101137,-18.29,25.80,11,0,37,1,0
6852,0,1,0,0,0,0,0,-33.15,43.49,39.27,7.83,-1.92,5.79,101136,-18.29,25.80,11,0,44,1,0
6900,0,1,0,0,0,0,0,-33.30,43.52,39.28,8.09,-2.19,5.50,101136,-17.87,25.80,9,0,45,1,0
6948,0,1,0,0,0,0,0,-33.45,43.55,39.28,8.47,-2.48,5.33,101133,-18.04,25.80,10,0,49,1,0
6996,0,1,0,0,0,0,0,-33.58,43.51,39.34,7.95,-2.38,5.74,101134,-17.62,25.80,10,0,41,1,0
7060,0,1,0,0,0,0,0,-33.66,43.46,39.41,8.30,-2.01,5.68,101133,-17.79,25.80,11,0,44,1,0
7108,0,1,0,0,0,0,0,-33.78,43.46,39.42,8.32,-2.33,5.35,101137,-17.87,25.80,11,0,45,1,0
7156,0,1,0,0,0,0,0,-33.93,43.47,39.45,8.04,-2.24,5.29,101134,-17.37,25.80,10,0,44,1,0
7204,0,1,0,0,0,0,0,-34.07,43.48,39.49,8.10,-2.12,5.20,101133,-17.79,25.80,11,0,48,1,0
7252,0,1,0,0,0,0,0,-34.21,43.49,39.53,7.84,-1.92,5.37,101134,-17.21,25.80,11,0,48,1,0
7300,0,1,0,0,0,0,0,-34.33,43.50,39.57,7.57,-1.67,5.33,101127,-17.62,25.80,9,0,50,1,0
7348,0,1,0,0,0,0,0,-34.41,43.54,39.56,8.18,-2.01,5.35,101131,-17.79,25.80,7,0,49,1,0
7412,0,1,0,0,0,0,0,-34.54,43.61,39.48,8.60,-2.32,5.13,101136,-18.04,25.80,9,0,47,1,0
7460,0,1,0,0,0,0,0,-34.62,43.66,39.39,7.70,-2.43,4.59,101137,-19.12,25.80,9,0,48,1,0
7508,0,1,0,0,0,0,0,-34.71,43.70,39.34,8.05,-1.73,4.68,101136,-18.04,25.80,9,0,45,1,0
7556,0,1,0,0,0,0,0,-34.83,43.79,39.27,8.24,-1.84,4.71,101136,-17.62,25.80,7,0,45,1,0
7604,0,1,0,0,0,0,0,-34.90,43.82,39.25,7.50,-2.39,5.00,101139,-18.04,25.80,7,0,45,1,0
7652,0,1,0,0,0,0,0,-34.91,43.79,39.33,8.80,-3.60,4.62,101131,-18.12,25.80,6,0,44,1,0
7700,0,1,0,0,0,0,0,-34.95,43.67,39.50,9.43,-3.13,5.70,101131,-17.62,25.80,6,0,45,1,0
7748,0,1,0,0,0,0,0,-34.94,43.57,39.61,8.56,-1.67,4.40,101133,-17.87,25.80,8,0,42,1,0
7811,0,1,0,0,0,0,0,-34.98,43.61,39.65,7.70,-1.76,3.93,101137,-18.04,25.80,6,0,28,1,0
7860,0,1,0,0,0,0,0,-35.14,43.86,39.46,5.76,-2.70,4.94,101130,-17.54,25.80,12,2,33,0,0
7908,0,1,0,0,0,0,0,-35.41,44.37,38.75,2.71,-5.68,5.96,101133,-17.87,25.80,7,0,23,0,0
7958,0,1,0,0,0,0,0,-36.45,45.62,37.47,3.43,-4.34,3.31,101134,-18.12,25.80,7,0,30,0,0
8004,0,1,0,0,0,0,0,-38.55,47.50,35.88,5.21,8.85,4.84,101133,-18.54,25.80,7,4,29,0,0
8051,0,1,0,0,0,0,0,-40.36,49.31,34.40,6.17,12.61,6.81,101134,-17.79,25.80,8,0,30,0,0
8100,0,1,0,0,0,0,0,-41.20,50.36,33.68,7.15,2.01,4.35,101137,-18.04,25.80,11,0,29,0,0
8148,0,1,0,0,0,0,0,-41.42,50.99,33.20,5.79,1.89,1.23,101136,-18.04,25.80,12,0,26,0,0
8212,0,1,0,0,0,0,0,-40.74,51.50,32.20,5.61,2.85,1.32,101130,-17.79,25.80,11,0,29,0,0
8260,0,1,0,0,0,0,0,-39.76,51.71,31.28,6.59,0.75,4.60,101134,-18.37,25.80,8,2,27,0,0
8308,0,1,0,0,0,0,0,-38.48,51.66,30.95,9.61,-5.88,4.88,101140,-18.37,25.80,16,1,27,0,0
8356,0,1,0,0,0,0,0,-37.31,50.98,31.48,8.67,-9.74,0.24,101136,-18.37,25.80,10,0,31,0,0
8404,0,1,0,0,0,0,0,-36.91,49.94,32.66,6.93,-7.80,-0.03,101139,-18.29,25.80,15,0,30,0,0
8452,0,1,0,0,0,0,0,-36.64,48.70,34.10,10.43,1.08,6.34,101134,-17.87,25.80,16,3,48,0,0
8500,0,1,0,0,0,0,0,-41.28,49.62,36.32,5.86,7.82,-1.87,101139,-17.62,25.80,14,0,123,0,0
8564,0,1,0,0,0,0,0,-40.40,48.07,38.37,4.49,0.06,12.46,101126,-17.04,25.80,8,1,98,0,0
8611,0,1,0,0,0,0,0,-38.69,48.33,37.42,4.03,-10.21,1.72,101130,-18.04,25.80,9,0,51,0,0
8660,0,1,0,0,0,0,0,-36.42,47.96,35.74,-0.50,-4.93,1.70,101139,-17.87,25.80,7,0,52,1,0
8707,0,1,0,0,0,0,0,-36.50,48.11,35.18,1.46,0.96,0.24,101136,-17.79,25.80,6,0,46,1,0
8755,0,1,0,0,0,0,0,-37.95,48.76,34.71,-4.05,11.47,7.69,101131,-17.29,25.80,4,0,69,1,0
8803,0,1,0,0,0,0,0,-37.37,49.11,33.92,-4.90,11.33,-2.26,101130,-17.87,25.80,6,4,47,0,0
8851,0,1,0,0,0,0,0,-36.94,49.92,33.02,-1.39,4.16,-4.92,101127,-17.62,25.80,5,1,60,0,0
8905,0,0,0,0,0,0,0,-38.02,50.62,33.12,3.65,3.69,-1.49,101130,-18.12,25.80,3,4,47,0,0
8964,0,0,0,0,0,0,0,-38.52,49.88,34.31,15.07,-0.31,2.92,101137,-17.54,25.80,4,4,55,0,0
9011,0,0,0,0,0,0,0,-38.71,49.12,35.37,41.23,-7.44,5.59,101137,-18.29,25.80,5,0,55,0,0
9060,0,0,0,0,0,0,0,-39.85,48.53,35.54,9.19,-24.10,21.83,101133,-17.62,25.80,0,0,21,0,0
9108,1,0,0,0,0,0,0,-39.84,47.75,35.85,7.33,-21.33,-2.22,101136,-18.37,25.80,4,0,46,1,0
9155,1,0,0,0,0,0,0,-40.46,47.09,37.14,30.91,-18.03,0.17,101130,-17.37,25.80,4,0,36,1,0
9203,1,0,0,0,0,0,0,-42.21,46.67,38.06,18.14,-12.42,0.59,101133,-17.87,25.80,5,0,41,1,0
9251,1,0,0,0,0,0,0,-43.93,46.34,38.53,14.56,-8.68,-2.96,101136,-18.12,25.80,7,0,104,1,0
9299,1,0,0,0,0,0,0,-45.59,46.19,39.19,10.63,-3.55,0.69,101136,-18.04,25.80,6,0,78,1,0
9363,1,0,0,0,0,0,0,-47.03,45.81,39.72,7.80,-8.09,0.67,101136,-18.04,25.80,8,0,78,1,0
9411,1,0,0,0,0,0,0,-48.65,45.82,39.99,9.96,-5.28,0.21,101136,-17.62,25.80,9,0,50,1,0
9459,1,0,0,0,0,0,0,-50.42,45.98,40.12,11.04,-1.37,5.07,101140,-18.12,25.80,9,0,69,1,0
9508,1,0,0,0,0,0,0,-52.25,45.73,40.18,8.22,-4.76,2.06,101139,-18.04,25.80,9,0,41,1,0
9558,1,0,0,0,0,0,0,-54.05,45.53,40.25,6.64,-1.06,-9.11,101136,-17.87,25.80,9,0,45,1,0
9603,1,0,0,0,0,0,0,-55.51,45.86,40.40,7.76,-3.99,-7.12,101136,-17.79,25.80,11,0,30,1,0
9651,1,0,0,0,0,0,0,-56.97,46.34,40.69,23.35,-17.57,7.16,101134,-18.04,25.80,9,0,37,1,0
9699,1,0,0,0,0,0,0,-58.17,46.69,41.30,26.14,-9.06,26.06,101134,-17.79,25.80,12,0,26,1,0
9763,1,0,0,0,0,0,0,-60.50,47.79,40.67,5.34,4.31,16.55,101143,-18.04,25.80,10,0,23,1,0
9811,1,0,0,0,0,0,0,-66.24,49.79,38.70,-2.05,-7.70,23.68,101136,-18.04,25.80,7,0,91,0,0
9859,1,0,0,0,0,0,0,-72.76,51.78,36.94,-2.27,5.86,29.82,101142,-18.54,25.80,8,0,56,0,0
9907,1,0,0,0,0,0,0,-80.36,53.16,35.22,-3.24,3.28,18.01,101139,-18.12,25.80,9,2,52,0,0
9956,1,0,0,0,0,0,0,-86.91,54.61,33.52,-4.55,-6.20,17.41,101136,-18.12,25.80,6,0,39,1,0
10004,1,0,0,0,0,0,0,-95.54,55.67,32.48,-2.15,-3.80,27.51,101142,-17.79,25.80,6,0,51,1,0
10051,1,0,0,0,0,0,0,-107.12,56.21,31.78,-2.53,-1.80,20.29,101139,-18.04,25.80,9,0,79,1,0
10115,1,0,0,0,0,0,0,-121.59,56.01,31.96,-4.95,-2.77,22.57,101133,-17.87,25.80,10,0,45,1,0
10163,1,0,0,0,0,0,0,-133.27,55.31,32.65,-2.58,-4.55,31.28,101136,-17.87,25.80,9,0,25,0,0
10211,1,0,0,0,0,0,0,-139.04,54.69,33.02,-2.64,-8.09,18.67,101134,-18.04,25.80,15,0,108,0,0
10259,0,0,0,0,0,0,0,-149.47,53.64,34.09,3.14,-10.03,17.87,101133,-18.04,25.80,18,2,75,0,0
10307,0,0,0,0,0,0,0,-159.06,52.47,35.63,7.59,-2.92,10.63,101142,-17.79,25.80,17,1,64,0,0
10355,0,0,0,0,0,0,0,-169.47,50.74,37.50,2.25,-8.76,15.73,101134,-17.37,25.80,15,2,43,0,0
10403,0,0,0,0,0,0,0,-176.81,48.82,39.52,1.24,-20.48,16.74,101133,-18.04,25.80,22,0,42,0,0
10451,0,0,0,0,0,0,0,172.58,46.94,41.69,-2.15,-21.75,9.76,101136,-17.79,25.80,32,0,41,0,0
10515,0,0,0,0,0,0,0,160.78,45.44,43.62,0.76,-8.99,21.02,101134,-17.79,25.80,25,0,41,0,0
10563,0,0,0,0,0,0,0,157.27,43.99,45.22,5.05,-14.17,22.42,101137,-18.04,25.80,23,4,31,0,0
10612,0,0,0,0,0,0,0,154.24,43.05,46.34,6.49,-22.61,16.51,101137,-18.29,25.80,34,2,44,0,0
10659,0,0,0,0,0,0,0,150.58,42.12,47.44,7.04,-10.86,21.10,101131,-18.29,25.80,31,2,41,0,0
10707,0,0,0,0,0,0,0,147.96,41.99,47.67,16.20,3.50,10.42,101139,-18.54,25.80,39,0,92,0,0
10755,0,0,0,0,0,0,0,162.05,37.77,50.71,8.82,6.42,11.40,101139,-18.04,25.80,40,2,0,0,0
10803,0,0,0,0,0,0,0,160.44,35.04,53.68,3.62,-9.28,12.97,101133,-17.79,25.80,40,0,1,0,0
10851,0,0,0,0,0,0,0,161.03,32.61,56.18,7.94,-2.38,19.65,101136,-18.04,25.80,38,0,4,0,0
10915,0,0,0,0,0,0,0,163.96,29.54,59.06,6.95,-5.65,20.39,101134,-17.79,25.80,26,0,0,0,0
10965,0,0,0,0,0,0,0,168.98,26.04,61.83,15.43,5.13,27.09,101136,-17.87,25.80,27,0,4,0,0
11011,0,0,0,0,0,0,0,178.63,22.71,62.27,26.09,21.60,16.03,101137,-18.29,25.80,14,4,3,0,0
11059,0,0,0,0,0,0,0,176.39,20.96,64.79,7.04,13.63,34.87,101134,-17.37,25.80,11,0,8,0,0
11108,0,0,1,0,0,0,0,-179.03,19.67,64.40,15.88,23.61,14.66,101136,-17.87,25.80,0,4,3,0,0
11157,0,0,1,0,0,0,0,-177.24,18.78,64.52,7.15,6.19,19.64,101139,-18.12,25.80,1,0,8,0,0
11204,0,0,1,0,0,0,0,-175.77,18.12,64.61,13.41,3.41,18.89,101131,-18.04,25.80,0,2,7,0,0
11267,0,0,1,0,0,0,0,-174.04,17.27,64.54,10.10,-3.61,16.00,101131,-18.04,25.80,0,0,5,0,0
11315,0,0,1,0,0,0,0,-173.21,16.24,64.88,7.90,-4.78,17.16,101140,-18.29,25.80,0,4,4,0,0
11363,0,0,1,0,0,0,0,-172.74,14.98,65.71,6.27,-2.92,15.70,101134,-18.04,25.80,0,1,0,0,0
11411,0,0,1,0,0,0,0,-172.11,13.98,66.51,9.45,-5.18,14.52,101136,-17.54,25.80,2,0,0,0,0
11459,0,0,1,0,0,0,0,-171.88,13.59,66.66,7.03,-1.01,13.46,101142,-18.37,25.80,0,0,0,0,0
11507,0,0,1,0,0,0,0,-172.10,13.99,66.50,7.10,0.38,15.68,101140,-17.79,25.80,0,1,0,0,0
11555,0,0,1,0,0,0,0,-173.25,14.76,66.29,5.86,-1.55,18.26,101139,-17.87,25.80,0,0,2,0,0
11603,0,0,1,0,0,0,0,-174.47,15.35,66.31,15.59,-5.33,17.62,101137,-17.79,25.80,0,0,2,0,0
11667,0,0,1,0,0,0,0,-175.66,15.72,66.25,8.25,-2.58,16.94,101131,-17.62,25.80,4,0,0,0,0
11715,0,0,1,0,0,0,0,-176.52,16.03,66.29,9.67,-1.41,14.58,101134,-17.79,25.80,0,0,2,0,0
11763,0,0,1,0,0,0,0,-177.21,16.30,66.35,10.21,0.61,14.26,101136,-17.79,25.80,3,0,0,0,0
11811,0,0,1,0,0,0,0,-177.74,16.60,66.20,10.79,-1.51,13.99,101133,-18.37,25.80,0,0,0,0,0
11859,0,0,1,0,0,0,0,-178.36,16.95,65.93,10.17,-2.13,13.77,101137,-17.79,25.80,1,0,0,0,0
11907,0,0,1,0,0,0,0,-178.99,17.22,65.76,10.06,-2.70,13.64,101139,-18.29,25.80,4,0,0,0,0
11955,0,0,1,0,0,0,0,-179.25,17.23,65.72,9.46,-2.85,13.90,101142,-17.87,25.80,6,0,0,0,0
12003,0,0,1,0,0,0,0,-179.75,17.34,65.74,9.12,-0.79,12.66,101134,-17.87,25.80,3,4,0,0,0
12067,0,0,1,0,0,0,0,179.63,17.41,65.91,7.00,-0.79,12.49,101137,-17.79,25.80,8,0,0,0,0
12115,0,0,1,0,0,0,0,179.19,17.45,66.02,7.02,-1.07,11.75,101143,-18.29,25.80,9,1,0,0,0
12164,0,0,1,0,0,0,0,178.77,17.51,66.12,8.32,0.28,11.77,101142,-17.87,25.80,7,0,0,0,0
12211,0,0,1,0,0,0,0,178.53,17.55,66.13,8.53,0.07,11.57,101134,-17.87,25.80,7,1,4,0,0
12259,0,0,1,0,0,0,0,178.44,17.54,66.10,8.37,-0.57,11.47,101137,-18.12,25.80,8,2,0,0,0
12307,0,0,1,0,0,0,0,178.51,17.47,66.02,8.36,-0.05,11.15,101130,-18.12,25.80,3,1,2,0,0
12355,0,0,1,0,0,0,0,178.61,17.44,65.92,8.55,-0.30,11.45,101142,-18.12,25.80,7,1,0,0,0
12403,0,0,1,0,0,0,0,178.73,17.44,65.74,9.01,-0.52,11.34,101137,-18.04,25.80,7,0,3,0,0
12467,0,0,1,0,0,0,0,178.83,17.47,65.56,8.66,-0.92,11.56,101139,-18.37,25.80,10,2,1,0,0
12515,0,0,1,0,0,0,0,178.95,17.48,65.38,8.55,-0.82,11.50,101139,-17.79,25.80,16,0,1,0,0
12563,0,0,1,0,0,0,0,179.05,17.51,65.22,7.93,-0.92,11.46,101136,-18.29,25.80,10,0,0,0,0
12611,0,0,1,0,0,0,0,179.07,17.55,65.09,7.75,-0.64,11.41,101139,-18.29,25.80,9,1,1,0,0
12659,0,0,1,0,0,0,0,179.05,17.62,64.97,7.84,-0.70,11.20,101142,-18.29,25.80,9,2,2,0,0
12707,0,0,1,0,0,0,0,178.99,17.72,64.85,8.07,-0.20,10.87,101142,-18.12,25.90,9,4,1,0,0
12755,0,0,1,0,0,0,0,178.89,17.85,64.74,8.25,-0.17,10.70,101148,-19.12,25.80,10,2,1,0,0
