relative time stamp,Walking,Standing,Sitting,Going Upstairs,Going Downstairs,Going In Lift,annotation any activity,flic annotations,yaw,pitch,roll,acc_x,acc_y,acc_z,pressure[pa],altitude[m],temperature[c],sensor Back,stretch left,stretch right,switch left,switch right
184057,0,0,0,0,0,0,0,2,141.95,38.09,51.90,13.60,5.17,10.16,100870,4.18,22.40,5,4,40,0,0
184120,0,0,0,0,0,0,0,2,144.47,35.44,54.44,23.53,-26.10,31.07,100873,4.18,22.40,11,4,39,0,0
184167,0,0,0,0,0,0,0,2,146.06,33.83,56.02,26.94,2.02,30.07,100874,4.18,22.40,15,1,40,0,0
184216,0,0,0,0,0,0,0,2,146.30,33.42,56.49,19.50,3.57,27.24,100870,3.93,22.40,14,4,39,0,0
184265,0,0,0,0,0,0,0,2,144.79,34.91,55.03,9.97,-9.08,22.60,100873,3.60,22.40,7,0,40,0,0
184313,0,0,0,0,0,0,0,2,142.95,36.80,53.18,-2.69,-17.35,19.21,100880,3.76,22.40,7,1,36,0,0
184359,0,0,0,0,0,0,0,2,140.93,39.09,50.90,-9.38,-19.29,11.72,100876,3.26,22.40,3,4,31,0,0
184408,0,0,0,0,0,0,0,2,138.24,42.13,47.85,-5.81,-4.26,3.52,100870,3.93,22.40,0,1,34,0,0
184455,0,0,0,0,0,0,0,2,135.13,44.40,45.57,-14.51,17.49,18.95,100870,4.18,22.40,4,2,32,0,0
184520,0,0,0,0,0,0,0,2,132.41,46.27,43.45,-4.09,17.40,21.48,100873,3.85,22.40,1,4,30,0,0
184568,0,0,0,0,0,0,0,2,131.89,46.43,43.15,15.26,0.53,3.19,100862,3.93,22.40,0,4,31,0,0
184616,0,0,0,0,0,0,0,2,131.28,46.76,42.77,23.67,-4.55,17.31,100868,4.18,22.40,7,0,30,0,0
184664,0,0,0,0,0,0,0,2,131.84,46.12,43.52,44.01,-3.69,13.62,100865,3.60,22.40,6,4,38,0,0
184711,0,0,0,0,0,0,0,2,132.37,44.48,44.59,13.77,0.01,3.94,100874,3.85,22.40,10,3,33,0,0
184761,0,0,0,0,0,0,0,2,133.29,43.48,45.32,-5.00,-27.95,5.16,100870,4.68,22.40,12,4,31,0,0
184808,0,0,0,0,0,0,0,2,134.01,43.00,45.79,20.18,-35.89,2.35,100868,4.18,22.40,20,3,26,0,0
184858,0,0,0,0,0,0,0,2,133.57,43.57,45.08,24.27,-22.55,5.77,100870,4.18,22.40,24,1,24,0,0
184920,0,0,0,0,0,0,0,2,133.10,44.00,44.50,16.67,-7.34,3.39,100867,3.85,22.40,16,4,19,0,0
184968,0,0,0,0,0,0,0,2,132.33,44.59,43.90,11.96,-14.79,3.22,100870,4.18,22.30,3,4,22,0,0
185016,0,0,0,0,0,0,0,2,130.79,45.75,42.81,7.60,-9.77,5.66,100865,4.18,22.30,0,0,20,0,0
185064,0,0,0,0,0,0,0,2,128.69,46.93,41.52,-2.04,-4.45,9.83,100871,3.93,22.40,0,4,13,0,0
185111,0,0,0,0,0,0,0,2,127.60,47.20,41.32,-14.98,5.56,3.32,100875,3.93,22.30,0,4,15,0,0
185160,0,0,0,0,0,0,0,2,127.97,46.29,42.35,-4.19,3.67,-4.10,100871,3.85,22.30,8,3,18,0,0
185208,0,0,0,0,0,0,0,2,129.56,45.09,44.01,22.85,-2.70,12.28,100870,3.85,22.30,9,4,20,0,0
185258,0,0,0,0,0,0,0,2,132.49,43.57,46.04,42.87,2.71,11.24,100874,3.35,22.30,10,0,15,1,0
185319,0,0,0,0,0,0,0,2,135.06,41.10,48.65,19.35,-28.17,34.15,100868,3.51,22.30,16,0,26,1,0
185368,0,0,0,0,0,0,0,2,137.20,38.79,50.99,19.08,-25.23,28.35,100874,3.85,22.30,20,0,28,0,0
185416,0,0,0,0,0,0,0,2,143.26,37.05,52.95,19.39,-1.65,26.00,100878,3.51,22.30,20,3,32,0,0
185464,0,0,0,0,0,0,0,2,150.00,37.33,52.49,9.79,-6.44,27.83,100875,3.51,22.30,24,4,38,0,0
185511,0,0,0,0,0,0,0,2,155.95,38.13,51.41,0.99,-14.82,28.63,100874,3.60,22.30,16,2,38,0,0
185561,0,0,0,0,0,0,0,2,161.52,38.66,50.65,-1.78,-15.49,25.81,100875,3.93,22.30,10,3,40,0,0
185608,0,0,0,0,0,0,0,2,170.01,40.57,48.66,-5.46,-23.78,16.38,100875,3.76,22.30,0,6,39,0,0
185672,0,0,0,0,0,0,0,2,-170.06,42.91,46.31,-11.49,-9.72,18.13,100877,4.10,22.30,1,0,40,0,0
185722,0,0,0,0,0,0,0,2,-179.85,44.43,45.09,-11.96,13.05,24.48,100877,3.85,22.30,0,4,31,0,0
185767,0,0,0,0,0,0,0,2,172.73,45.27,44.47,13.84,-2.95,4.57,100867,4.10,22.30,2,1,33,1,0
185816,0,0,0,0,0,0,0,2,156.30,46.36,43.56,45.24,19.90,33.16,100870,3.85,22.30,3,4,39,0,0
185863,0,0,0,0,0,0,0,2,127.44,47.04,42.95,25.05,-19.94,16.32,100875,3.35,22.30,1,4,42,0,0
185912,0,0,0,0,0,0,0,2,135.91,47.28,42.72,-0.17,-27.20,9.76,100877,3.60,22.30,1,4,41,0,0
185959,0,0,0,0,0,0,0,2,-72.91,47.19,42.78,16.14,-17.34,18.05,100878,3.76,22.30,12,0,34,1,0
186008,0,0,0,0,0,0,0,2,-49.70,46.60,43.40,24.31,-11.58,14.06,100872,4.18,22.30,18,0,38,0,0
186073,0,0,0,0,0,0,0,2,-35.81,45.98,43.98,11.07,-9.40,5.85,100871,4.18,22.30,18,2,39,0,0
186125,0,0,0,0,0,0,0,2,-18.85,45.04,44.88,12.34,-22.93,7.17,100874,4.10,22.30,11,4,42,0,0
186168,0,0,0,0,0,0,0,2,90.03,45.43,44.54,9.36,-11.48,18.51,100870,3.85,22.30,7,4,35,0,0
186216,0,0,0,0,0,0,0,2,66.66,46.22,43.66,6.14,-7.71,14.07,100865,4.35,22.30,0,1,38,0,0
186264,0,0,0,0,0,0,0,2,-19.35,47.00,42.96,-6.57,1.55,21.47,100877,4.01,22.30,0,0,23,1,0
186312,0,0,0,0,0,0,0,2,-28.44,47.81,42.13,-6.74,4.93,13.39,100874,3.51,22.30,0,1,25,1,0
186361,0,0,0,0,0,0,0,2,-36.39,48.44,41.51,0.68,4.99,20.41,100878,3.85,22.30,0,1,23,1,0
186408,0,0,0,0,0,0,0,2,-32.11,48.01,41.92,5.13,2.45,11.57,100877,3.85,22.30,4,0,27,0,0
186472,0,0,0,0,0,0,0,2,-25.30,45.82,44.04,14.77,0.56,3.79,100875,3.76,22.30,15,2,27,0,0
186519,0,0,0,0,0,0,0,2,-8.40,42.21,47.01,25.04,-21.59,9.80,100878,3.01,22.30,22,0,25,1,0
186567,0,0,0,0,0,0,0,2,-11.69,39.43,49.39,15.48,-34.25,3.99,100877,3.26,22.30,28,3,21,0,0
186616,0,0,0,0,0,0,0,2,-25.81,35.64,53.94,20.12,0.60,9.57,100872,3.60,22.30,27,4,23,0,0
186663,0,0,0,0,0,0,0,2,-28.98,34.10,55.70,24.31,-2.17,27.44,100868,4.10,22.30,38,1,22,0,0
186712,0,0,0,0,0,0,0,2,-28.26,34.19,55.51,13.58,-15.79,20.36,100872,4.35,22.30,21,4,23,0,0
186760,0,0,0,0,0,0,0,2,-29.33,35.26,54.40,4.52,-24.94,10.20,100875,4.18,22.30,9,0,25,0,0
186808,0,0,0,0,0,0,0,2,-30.20,37.30,52.20,-13.92,-27.44,9.77,100868,3.76,22.30,6,3,24,0,0
186872,0,0,0,0,0,0,0,2,-30.11,39.14,50.15,-22.31,-27.93,8.98,100875,4.01,22.30,4,3,26,0,0
186928,0,0,0,0,0,0,0,5,-29.32,40.28,48.85,-22.25,-22.38,12.55,100874,4.01,22.30,2,6,30,0,0
186966,0,0,0,0,0,0,0,5,-30.64,41.22,48.05,-6.08,-13.25,10.78,100872,4.18,22.30,0,4,23,0,0
187015,0,0,0,0,0,0,0,5,-32.39,41.65,47.82,6.13,-7.93,3.05,100881,3.85,22.30,0,8,19,0,0
187063,0,0,0,0,0,0,0,5,-34.91,41.28,48.41,3.31,-7.75,22.91,100874,4.01,22.30,0,4,29,0,0
187112,0,0,0,0,0,0,0,5,-33.11,42.41,47.18,13.12,-23.63,13.99,100875,3.26,22.30,11,8,25,0,0
187161,0,0,0,0,0,0,0,5,-37.84,42.50,47.36,53.94,-0.53,-4.73,100881,4.01,22.30,22,1,24,0,0
187224,0,0,0,0,0,0,0,5,-37.63,41.84,48.02,42.15,42.68,11.38,100874,4.01,22.30,28,3,24,0,0
187272,0,0,0,0,0,0,0,5,-33.65,41.76,47.82,38.27,20.67,-4.36,100874,3.76,22.30,12,3,21,0,0
187320,0,0,0,0,0,0,0,5,-30.26,42.80,46.56,11.39,-4.34,3.13,100875,3.51,22.30,4,1,24,0,0
187368,0,0,0,0,0,0,0,5,-23.22,44.31,44.67,-8.35,-25.72,16.44,100870,4.10,22.30,0,2,24,1,0
187416,0,0,0,0,0,0,0,5,-20.54,44.78,43.90,-16.79,-25.12,12.25,100874,3.76,22.30,0,2,26,1,0
187469,0,0,0,0,0,0,0,5,-26.69,44.00,44.95,-22.20,-17.71,4.33,100872,4.01,22.30,0,2,26,1,0
187512,0,0,0,0,0,0,0,5,-30.85,42.79,46.53,-14.31,-8.85,8.93,100877,4.10,22.30,2,4,24,0,0
187562,0,0,0,0,0,0,0,5,-32.71,41.26,48.31,-4.25,-10.34,-3.52,100874,3.60,22.30,1,1,21,1,0
187624,0,0,0,0,0,0,0,5,-35.48,39.89,49.94,6.45,-5.61,0.49,100877,4.10,22.30,11,1,19,1,0
187671,0,0,0,0,0,0,0,5,-32.72,38.21,51.49,34.02,10.16,9.69,100875,3.76,22.30,13,4,15,0,0
187721,0,0,0,0,0,0,0,5,-31.10,37.10,52.49,37.97,-5.12,4.05,100877,4.18,22.30,24,0,20,0,0
187767,0,0,0,0,0,0,0,5,-32.28,37.26,52.45,37.24,29.79,22.67,100875,4.10,22.30,24,4,15,0,0
187816,0,0,0,0,0,0,0,5,-30.02,37.65,51.75,14.21,12.88,11.27,100870,3.60,22.30,15,4,11,0,0
187864,0,0,0,0,0,0,0,5,-31.27,38.86,50.51,12.67,-12.16,9.79,100877,3.51,22.30,12,0,8,0,0
187912,0,0,0,0,0,0,0,5,-33.17,40.75,48.65,2.46,-13.87,15.27,100868,3.35,22.30,4,1,8,0,0
187960,0,0,0,0,0,0,0,5,-33.45,42.83,46.34,-11.93,-22.77,10.44,100874,3.85,22.30,0,1,8,1,0
188024,0,0,0,0,0,0,0,5,-35.17,44.81,44.33,-18.67,-24.65,1.93,100880,3.85,22.30,0,1,5,1,0
188071,0,0,0,0,0,0,0,5,-35.33,46.10,42.86,-24.88,-18.21,14.23,100875,4.10,22.30,0,0,10,1,0
188121,0,0,0,0,0,0,0,5,-31.95,47.17,41.24,-18.25,-10.83,8.77,100877,3.35,22.30,0,0,8,1,0
188168,0,0,0,0,0,0,0,5,-29.62,47.50,40.90,-4.19,-11.16,0.19,100880,2.51,22.30,0,0,8,1,0
188216,0,0,0,0,0,0,0,5,-21.32,46.94,40.44,21.91,-14.92,13.51,100875,3.35,22.30,13,0,10,1,0
188263,0,0,0,0,0,0,0,5,-21.35,45.03,41.87,29.28,-7.29,-13.00,100875,3.76,22.30,17,0,8,1,0
188312,0,0,0,0,0,0,0,5,-33.82,43.69,45.24,41.04,35.68,5.62,100881,3.35,22.30,26,0,9,1,0
188360,0,0,0,0,0,0,0,5,-30.90,41.56,46.87,23.34,45.56,18.29,100885,3.01,22.30,26,0,9,1,0
188424,0,0,0,0,0,0,0,5,-29.10,42.10,45.83,33.10,12.47,-17.80,100874,3.76,22.30,21,0,10,1,0
188474,0,0,0,0,0,0,0,5,-30.59,43.28,44.87,15.95,-4.64,4.38,100884,3.26,22.30,16,0,7,1,0
188520,0,0,0,0,0,0,0,5,-29.98,45.21,42.70,-3.06,-17.32,6.86,100881,3.01,22.30,13,0,6,1,0
188568,0,0,0,0,0,0,0,5,-30.46,46.48,41.29,-16.32,-12.52,8.40,100891,3.60,22.30,13,0,7,1,0
188616,0,0,0,0,0,0,0,5,-32.27,46.42,41.40,-24.40,-5.96,14.86,100881,3.51,22.30,12,5,3,1,0
188662,0,0,0,0,0,0,0,5,-34.30,46.36,41.70,-13.59,-8.95,7.17,100878,3.51,22.30,11,29,6,1,0
188710,0,0,0,0,0,0,0,5,-34.97,45.02,43.22,-7.61,-9.96,3.39,100883,3.26,22.30,2,310,2,1,0
188774,0,0,0,0,0,0,0,5,-33.78,43.03,45.27,-4.30,-3.61,9.47,100878,3.09,22.30,2,491,9,1,0
188823,0,0,0,0,0,0,0,5,-30.09,41.50,46.39,0.53,6.52,3.58,100885,3.26,22.30,0,537,4,1,0
188871,0,0,0,0,0,0,0,5,-24.46,39.99,46.81,-4.91,-2.12,-15.03,100880,3.35,22.30,11,357,5,1,0
188920,0,0,0,0,0,0,0,5,-23.92,38.75,47.73,18.87,-8.06,-22.91,100887,3.60,22.30,31,16,2,1,0
188968,0,0,0,0,0,0,0,5,-26.42,37.45,49.75,48.62,-1.33,15.26,100883,3.26,22.30,19,0,2,1,0
189016,0,0,0,0,0,0,0,5,-25.57,38.63,48.90,36.69,35.93,32.10,100883,3.09,22.30,24,0,1,1,0
189064,0,0,0,0,0,0,0,5,-27.25,38.96,49.03,21.62,-0.10,12.56,100883,3.85,22.30,7,0,4,0,0
189112,0,0,0,0,0,0,0,5,-31.72,41.04,47.67,6.52,-7.55,10.42,100890,2.76,22.30,4,0,3,1,0
189176,0,0,0,0,0,0,0,5,-33.60,43.64,44.98,-13.09,-20.12,8.11,100884,2.93,22.30,0,0,2,1,0
189224,0,0,0,0,0,0,0,5,-38.16,46.57,42.46,-27.37,-25.75,8.84,100884,2.76,22.30,0,0,0,1,0
189272,0,0,0,0,0,0,0,5,-40.91,49.52,39.54,-23.45,-15.89,4.86,100885,2.68,22.30,0,0,0,1,0
189319,0,0,0,0,0,0,0,5,-40.92,50.93,37.82,-9.13,-13.93,5.31,100887,2.76,22.30,0,0,0,0,0
189368,0,0,0,0,0,0,0,5,-40.75,52.06,36.48,1.06,-18.83,8.13,100883,2.43,22.30,0,0,3,0,0
189415,0,0,0,0,0,0,0,5,-38.12,50.64,37.32,12.97,-12.55,6.82,100890,2.76,22.30,4,0,5,0,0
189463,0,0,0,0,0,0,0,5,-36.92,48.00,39.96,26.39,8.77,-23.56,100891,2.76,22.30,12,0,6,0,0
189511,0,0,0,0,0,0,0,5,-36.35,45.98,42.12,38.51,45.92,10.66,100888,2.68,22.30,13,0,4,0,0
189576,0,0,0,0,0,0,0,5,-33.17,44.83,42.55,41.12,32.40,14.11,100896,2.43,22.30,3,0,4,0,0
189623,0,0,0,0,0,0,0,5,-30.23,45.87,40.95,12.05,1.88,-5.85,100891,2.51,22.30,0,0,3,0,0
189672,0,0,0,0,0,0,0,5,-31.20,46.35,40.74,-3.47,-17.27,-3.89,100891,2.51,22.30,0,0,3,1,0
189719,0,0,0,0,0,0,0,5,-34.14,46.96,40.80,-20.01,-26.36,10.74,100887,3.26,22.30,0,0,5,0,0
189769,0,0,0,0,0,0,0,5,-34.40,46.48,41.25,-16.69,-22.77,1.49,100888,2.93,22.30,0,0,3,0,0
189817,0,0,0,0,0,0,0,5,-37.65,45.44,43.00,1.46,-17.29,-8.78,100884,2.76,22.30,0,0,2,1,0
189864,0,0,0,0,0,0,0,5,-39.72,44.03,45.16,3.53,-13.71,2.38,100888,2.93,22.30,0,0,1,0,0
189911,0,0,0,0,0,0,0,5,-40.69,42.28,47.52,11.63,-10.46,-0.86,100891,2.43,22.30,0,0,4,0,0
189976,0,0,0,0,0,0,0,5,-40.43,40.90,49.07,15.14,6.57,9.64,100888,2.51,22.30,0,0,3,0,0
190024,0,0,0,0,0,0,0,5,-39.69,40.13,49.82,33.73,28.42,13.21,100890,3.01,22.30,3,0,3,0,0
190071,0,0,0,0,0,0,0,5,-38.68,40.03,49.71,23.66,42.99,14.91,100887,2.68,22.30,2,0,3,0,0
190119,0,0,0,0,0,0,0,5,-38.05,40.22,49.13,8.00,-3.40,10.55,100885,3.51,22.30,0,0,4,0,0
190167,0,0,0,0,0,0,0,5,-39.13,40.75,48.74,-12.22,-27.13,17.94,100885,3.09,22.30,0,0,2,0,0
190219,0,0,0,0,0,0,0,5,-39.99,41.23,48.31,-18.25,-36.96,13.75,100883,3.01,22.30,0,0,3,0,0
190264,0,0,0,0,0,0,0,5,-41.15,41.76,47.93,-13.49,-29.55,2.01,100885,2.51,22.30,0,0,4,0,0
190332,0,0,0,0,0,0,0,5,-41.78,41.86,48.04,-14.96,-15.75,15.82,100881,2.76,22.30,1,0,7,0,0
190379,0,0,0,0,0,0,0,2,-42.30,42.27,47.72,6.09,-9.98,3.66,100893,2.51,22.30,0,0,4,0,0
190423,0,0,0,0,0,0,0,2,-41.59,41.64,48.36,6.27,8.24,9.20,100890,2.43,22.30,5,0,10,0,0
190471,0,0,0,0,0,0,0,2,-41.40,41.38,48.62,2.95,3.18,14.37,100893,2.43,22.30,8,0,8,0,0
190520,0,0,0,0,0,0,0,2,-40.93,40.86,49.13,50.05,16.93,29.77,100888,2.76,22.30,1,0,6,0,0
190569,0,0,0,0,0,0,0,2,-40.06,40.22,49.32,58.18,27.44,37.62,100888,3.01,22.30,7,0,8,0,0
190615,0,0,0,0,0,0,0,2,-38.24,39.69,49.16,39.82,23.05,-12.76,100887,2.43,22.20,2,2,11,0,0
190664,0,0,0,0,0,0,0,2,-37.50,39.86,48.88,15.07,8.74,-6.33,100890,2.17,22.30,7,0,7,0,0
190728,0,0,0,0,0,0,0,2,-37.41,40.28,48.46,20.35,-31.87,-16.53,100897,2.01,22.30,12,0,17,0,0
190775,0,0,0,0,0,0,0,2,-38.83,40.85,48.06,1.96,-54.91,13.01,100896,2.68,22.20,6,0,20,0,0
190825,0,0,0,0,0,0,0,2,-40.86,41.37,48.31,-15.27,-9.69,13.30,100893,2.51,22.20,3,0,20,0,0
190872,0,0,0,0,0,0,0,2,-42.74,42.69,47.06,-10.39,2.29,14.63,100885,2.68,22.20,6,0,14,0,0
190918,0,0,0,0,0,0,0,2,-45.37,44.87,44.94,-1.39,6.13,16.70,100894,1.92,22.20,1,0,18,0,0
190968,0,0,0,0,0,0,0,2,-46.80,45.99,43.76,8.40,13.45,6.55,100884,3.18,22.20,11,0,26,0,0
191016,0,0,0,0,0,0,0,2,-46.53,45.10,44.48,22.62,26.36,-4.67,100897,2.51,22.20,5,0,17,0,0
191064,0,0,0,0,0,0,0,2,-46.46,43.48,45.54,13.06,-21.36,21.27,100888,2.43,22.20,12,0,15,0,0
191127,0,0,0,0,0,0,0,2,-44.89,41.17,47.62,28.92,-33.88,23.46,100893,2.43,22.20,20,0,18,0,0
191176,0,0,0,0,0,0,0,2,-43.29,38.83,50.24,25.78,-6.57,22.64,100887,3.01,22.20,22,0,20,0,0
191226,0,0,0,0,0,0,0,2,-42.67,37.98,51.44,18.11,-16.23,19.29,100884,2.76,22.20,19,0,24,0,0
191272,0,0,0,0,0,0,0,2,-41.56,38.31,51.52,5.34,-26.18,21.44,100885,2.17,22.20,7,0,15,0,0
191320,0,0,0,0,0,0,0,2,-39.15,39.27,50.73,-5.13,-18.69,21.19,100890,3.26,22.20,2,0,22,0,0
191368,0,0,0,0,0,0,0,2,-35.70,40.41,49.41,-7.21,-14.19,13.18,100890,3.01,22.20,0,0,21,0,0
191416,0,0,0,0,0,0,0,2,-33.32,41.96,47.69,-9.55,-8.17,16.58,100891,3.26,22.20,0,2,19,0,0
191464,0,0,0,0,0,0,0,2,-35.88,43.67,46.07,-8.89,-6.27,12.42,100885,2.43,22.20,0,0,20,1,0
191528,0,0,0,0,0,0,0,2,-37.21,44.52,45.25,11.98,-8.73,-4.54,100890,2.43,22.20,2,0,24,0,0
191576,0,0,0,0,0,0,0,2,-36.33,45.54,44.25,46.52,43.16,75.13,100894,2.26,22.20,8,0,7,0,0
191624,0,0,0,0,0,0,0,2,-46.77,44.70,45.28,28.40,-13.49,5.31,100891,1.67,22.20,3,0,11,0,0
191671,0,0,0,0,0,0,0,2,-44.84,43.47,46.53,15.58,-20.32,14.20,100894,2.43,22.20,12,0,16,0,0
191721,0,0,0,0,0,0,0,2,-41.52,42.88,47.11,31.68,-21.42,19.89,100895,2.17,22.20,15,0,20,0,0
191768,0,0,0,0,0,0,0,2,-41.34,42.55,47.45,19.70,-17.05,23.46,100897,2.68,22.20,15,0,20,0,0
191816,0,0,0,0,0,0,0,2,-43.40,42.57,47.43,10.23,-14.64,15.28,100884,2.09,22.20,15,0,18,0,0
191881,0,0,0,0,0,0,0,2,-43.28,42.55,47.45,11.87,-18.68,15.39,100885,2.68,22.20,18,0,16,0,0
191928,0,0,0,0,0,0,0,2,-45.19,43.09,46.91,9.98,-17.98,14.27,100891,2.43,22.20,7,0,15,0,0
191976,0,0,0,0,0,0,0,2,-48.35,44.07,45.92,-2.78,0.63,14.56,100885,3.26,22.20,2,0,16,0,0
192022,0,0,0,0,0,0,0,2,-67.62,44.90,45.06,-6.73,1.03,17.30,100900,2.43,22.20,0,3,15,0,0
192071,0,0,0,0,0,0,0,2,-122.67,45.29,44.67,-6.01,1.45,10.04,100888,2.51,22.20,0,0,17,0,0
192118,0,0,0,0,0,0,0,2,161.01,45.40,44.54,0.78,-1.32,20.09,100895,2.09,22.20,1,1,13,0,0
192167,0,0,0,0,0,0,0,2,150.07,45.58,44.36,11.95,1.90,21.73,100890,2.17,22.20,4,0,16,0,0
192214,0,0,0,0,0,0,0,2,148.13,44.68,45.24,23.43,10.37,14.96,100884,2.93,22.20,2,1,24,0,0
192278,0,0,0,0,0,0,0,2,150.17,43.60,46.22,21.38,-2.32,19.23,100894,2.43,22.20,0,0,18,0,0
192326,0,0,0,0,0,0,0,2,150.67,42.47,47.31,2.44,-39.34,29.78,100894,2.17,22.20,3,0,14,0,0
192374,0,0,0,0,0,0,0,2,153.29,41.68,48.00,19.74,-19.08,29.43,100890,2.26,22.20,12,0,16,0,0
192422,0,0,0,0,0,0,0,2,147.46,40.76,49.05,17.35,-3.80,25.24,100885,2.26,22.20,10,0,18,0,0
192470,0,0,0,0,0,0,0,2,143.01,40.70,49.24,10.31,-11.61,25.79,100893,2.76,22.20,5,0,22,0,0
192518,0,0,0,0,0,0,0,2,140.60,40.78,49.21,2.11,-14.97,22.95,100888,2.93,22.20,4,2,18,0,0
192567,0,0,0,0,0,0,0,2,138.07,41.12,48.88,-1.95,-13.95,22.38,100891,2.17,22.20,6,0,21,0,0
192614,0,0,0,0,0,0,0,2,136.41,41.69,48.27,-4.71,-12.09,15.34,100900,2.26,22.20,0,0,21,0,0
192678,0,0,0,0,0,0,0,2,135.70,42.81,47.16,-9.62,-6.96,15.29,100888,2.93,22.20,2,0,20,0,0
192726,0,0,0,0,0,0,0,2,137.24,44.17,45.81,-9.35,14.93,24.98,100893,2.17,22.20,0,0,23,0,0
192774,0,0,0,0,0,0,0,2,139.16,44.44,45.41,-3.98,5.57,14.74,100884,2.09,22.20,0,1,23,0,0
192822,0,0,0,0,0,0,0,2,139.53,44.70,45.06,15.40,-0.34,27.96,100894,1.42,22.20,3,0,24,0,0
192870,0,0,0,0,0,0,0,2,138.82,46.13,43.57,40.21,-18.91,9.06,100887,1.92,22.20,10,0,24,0,0
192918,0,0,0,0,0,0,0,2,137.24,46.48,43.28,37.43,-18.37,19.24,100891,2.68,22.20,10,1,21,0,0
192966,0,0,0,0,0,0,0,2,137.87,45.78,43.89,1.68,-11.59,8.44,100884,2.93,22.20,20,0,28,0,0
193014,0,0,0,0,0,0,0,2,137.39,46.53,43.09,13.61,-16.21,9.79,100887,2.43,22.20,32,2,29,0,0
193078,0,0,0,0,0,0,0,2,137.98,47.64,41.76,24.86,-17.67,9.65,100895,2.09,22.20,28,0,18,0,0
193126,0,0,0,0,0,0,0,2,139.35,48.68,40.22,9.63,-14.51,5.21,100891,2.43,22.20,21,0,23,0,0
193174,0,0,0,0,0,0,0,2,138.19,49.66,39.18,4.59,-12.21,7.83,100888,3.01,22.20,24,1,23,0,0
193222,0,0,0,0,0,0,0,2,136.74,50.59,38.32,1.85,-6.92,9.70,100891,2.34,22.20,20,3,19,0,0
193270,0,0,0,0,0,0,0,2,136.34,51.19,37.59,-3.90,-9.42,8.16,100891,2.76,22.20,18,0,20,0,0
193317,0,0,0,0,0,0,0,2,136.01,50.96,37.82,-17.14,-11.07,11.07,100900,2.09,22.20,6,0,18,0,0
193365,0,0,0,0,0,0,0,2,137.00,49.30,39.49,-21.83,-10.37,15.63,100897,1.84,22.20,0,0,15,0,0
193430,0,0,0,0,0,0,0,2,138.50,47.18,41.70,-11.97,-11.92,8.68,100894,2.34,22.10,0,0,16,0,0
193478,0,0,0,0,0,0,0,2,140.04,44.95,44.06,-4.39,-9.15,13.28,100890,2.51,22.10,0,4,19,0,0
193526,0,0,0,0,0,0,0,2,140.77,43.07,46.18,4.27,-13.00,4.38,100887,2.68,22.10,0,2,20,0,0
193574,0,0,0,0,0,0,0,2,141.33,41.18,48.39,8.42,-5.36,11.45,100892,2.34,22.10,0,0,22,0,0
193622,0,0,0,0,0,0,0,2,142.39,39.12,50.64,18.42,-5.06,0.00,100888,1.84,22.10,3,0,18,0,0
193670,0,0,0,0,0,0,0,2,143.20,37.56,52.33,35.95,4.85,12.32,100892,2.09,22.10,9,0,22,0,0
193717,0,0,0,0,0,0,0,2,143.61,37.06,52.83,33.05,-1.15,17.83,100894,2.09,22.10,16,0,16,0,0
193766,0,0,0,0,0,0,0,5,143.43,37.21,52.71,36.06,10.28,29.16,100895,2.34,22.10,22,0,16,0,0
193830,0,0,0,0,0,0,0,5,142.90,38.47,51.34,23.01,11.08,22.95,100890,2.09,22.10,12,0,15,0,0
193878,0,0,0,0,0,0,0,5,142.67,39.33,50.35,18.93,-5.97,15.30,100900,2.09,22.10,12,0,20,0,0
193927,0,0,0,0,0,0,0,5,141.68,40.32,49.34,12.68,-13.94,20.10,100890,2.34,22.10,3,0,22,0,0
193974,0,0,0,0,0,0,0,5,139.78,41.94,47.78,-1.14,-28.17,10.45,100895,1.92,22.10,0,0,24,0,0
194022,0,0,0,0,0,0,0,5,137.76,43.00,46.92,-16.79,-29.20,2.80,100888,2.93,22.10,0,0,20,0,0
194073,0,0,0,0,0,0,0,5,136.61,43.55,46.44,-29.22,-24.99,9.27,100894,1.67,22.10,0,0,20,0,0
194118,0,0,0,0,0,0,0,5,136.71,44.15,45.64,-23.41,-2.51,12.56,100892,2.43,22.10,0,0,18,0,0
194166,0,0,0,0,0,0,0,5,136.82,44.81,44.45,-11.23,-7.17,10.11,100898,2.17,22.10,0,0,24,0,0
194230,0,0,0,0,0,0,0,5,136.56,45.67,43.39,-3.84,-14.95,9.39,100900,2.17,22.10,0,1,17,0,0
194280,0,0,0,0,0,0,0,5,137.48,45.13,43.44,20.18,-6.73,27.42,100897,2.34,22.10,0,0,20,0,0
194326,0,0,0,0,0,0,0,5,138.86,43.31,45.41,36.95,4.00,-13.10,100897,2.68,22.10,7,0,26,0,0
194373,0,0,0,0,0,0,0,5,138.97,42.13,46.95,42.71,20.85,20.97,100895,2.09,22.10,8,0,23,0,0
194423,0,0,0,0,0,0,0,5,139.47,41.53,47.36,40.22,20.01,6.30,100889,2.34,22.10,18,0,40,0,0
194472,0,0,0,0,0,0,0,5,139.50,41.55,47.10,29.84,9.07,1.54,100898,1.92,22.10,16,0,31,0,0
194518,0,0,0,0,0,0,0,5,138.57,43.13,45.48,8.58,-6.91,3.15,100891,2.09,22.10,12,0,26,0,0
194567,0,0,0,0,0,0,0,5,136.98,45.54,43.10,-5.38,-19.91,5.43,100895,1.84,22.10,4,3,28,0,0
