relative time stamp,Walking,Standing,Sitting,Going Upstairs,Going Downstairs,Going In Lift,annotation any activity,flic annotations,yaw,pitch,roll,acc_x,acc_y,acc_z,pressure[pa],altitude[m],temperature[c],sensor Back,stretch left,stretch right,switch left,switch right
2078,0,0,0,0,0,0,0,6,0.25,-1.48,2.05,1.00,-2.00,19.41,100728,15.90,22.50,101,0,35,0,1
2139,0,0,0,0,0,0,0,6,0.35,-1.43,2.12,0.66,-2.29,18.92,100728,15.56,22.50,100,0,34,0,1
2187,0,0,0,0,0,0,0,6,0.47,-1.44,2.20,0.96,-2.63,19.10,100724,15.81,22.50,111,0,28,0,1
2245,0,0,0,0,0,0,0,6,0.60,-1.45,2.31,1.03,-2.73,19.09,100733,15.81,22.50,107,0,27,0,1
2303,0,0,0,0,0,0,0,6,0.72,-1.50,2.40,1.25,-2.86,19.15,100728,15.90,22.50,105,0,27,0,1
2336,0,0,0,0,0,0,0,6,0.83,-1.51,2.48,1.29,-3.14,19.27,100728,16.06,22.50,97,0,22,0,1
2379,0,0,0,0,0,0,0,6,0.95,-1.50,2.55,1.31,-3.25,19.25,100739,15.14,22.50,100,0,38,0,1
2460,0,0,0,0,0,0,0,6,1.07,-1.52,2.63,1.57,-3.51,19.41,100736,15.81,22.50,99,0,37,0,1
2523,0,0,0,0,0,0,0,6,1.20,-1.51,2.71,1.48,-3.70,19.17,100740,15.31,22.50,98,0,40,0,1
2575,0,0,0,0,0,0,0,6,1.35,-1.55,2.83,1.54,-3.94,18.92,100727,16.15,22.50,99,0,41,0,1
2615,0,0,0,0,0,0,0,6,1.53,-1.66,3.03,1.70,-4.29,19.19,100723,16.23,22.50,102,0,45,0,1
2680,0,0,0,0,0,0,0,6,1.71,-1.72,3.26,2.00,-3.80,20.55,100728,16.48,22.50,98,0,40,0,1
2684,0,0,0,0,0,0,0,6,1.83,-1.62,3.28,1.89,-4.31,18.70,100724,16.48,22.50,108,0,35,0,1
2735,0,0,0,0,0,0,0,6,1.96,-1.69,3.38,2.00,-4.29,19.37,100728,16.40,22.60,110,0,34,0,1
2796,0,0,0,0,0,0,0,6,2.09,-1.74,3.46,2.06,-4.49,19.31,100727,16.15,22.50,96,0,34,0,1
2844,0,0,0,0,0,0,0,6,2.21,-1.79,3.54,2.18,-4.64,19.44,100726,15.90,22.50,88,0,32,0,1
2935,0,0,0,0,0,0,0,6,2.34,-1.83,3.62,2.17,-4.74,19.43,100727,15.56,22.50,85,0,34,0,1
2941,0,0,0,0,0,0,0,6,2.47,-1.87,3.69,2.23,-4.80,19.48,100734,16.06,22.50,87,0,30,0,1
3030,0,0,0,0,0,0,0,6,2.60,-1.92,3.76,2.37,-4.95,19.38,100728,16.40,22.50,82,0,25,0,1
3078,0,0,0,0,0,0,0,6,2.72,-1.96,3.82,2.33,-4.97,19.49,100721,16.65,21.60,79,0,22,0,1
3120,0,0,0,0,0,0,0,6,2.85,-2.00,3.89,2.43,-5.04,19.34,100444,40.03,22.60,85,0,24,0,1
3135,0,0,0,0,0,0,0,6,2.98,-2.04,3.95,2.47,-5.16,19.48,100724,16.65,22.60,88,0,25,0,1
3217,0,0,0,0,0,0,0,6,3.11,-2.07,4.00,2.50,-5.30,19.44,100733,15.98,22.60,91,0,30,0,1
3267,0,0,0,0,0,0,0,6,3.24,-2.11,4.06,2.59,-5.36,19.41,100730,15.56,22.60,90,0,35,0,1
3312,0,0,0,0,0,0,0,6,3.37,-2.14,4.10,2.59,-5.39,19.41,100729,16.40,22.50,82,0,38,0,1
3358,0,0,0,0,0,0,0,6,3.50,-2.17,4.15,2.70,-5.44,19.43,100723,16.23,22.60,75,0,34,0,1
3451,0,0,0,0,0,0,0,6,3.62,-2.20,4.20,2.77,-5.62,19.39,100729,15.39,22.60,84,0,34,0,1
3452,0,0,0,0,0,0,0,6,3.75,-2.22,4.24,2.88,-5.63,19.51,100730,16.15,22.60,89,0,31,0,1
3516,0,0,0,0,0,0,0,6,3.87,-2.25,4.29,2.81,-5.61,19.46,100731,15.81,22.60,95,0,26,0,1
3616,0,0,0,0,0,0,0,6,4.01,-2.27,4.32,2.88,-5.78,19.47,100727,16.23,22.60,96,0,31,0,1
3631,0,0,0,0,0,0,0,6,4.13,-2.29,4.36,2.90,-5.78,19.45,100726,16.23,22.60,94,0,24,0,1
3689,0,0,0,0,0,0,0,6,4.25,-2.32,4.39,2.89,-5.82,19.43,100721,16.48,22.60,87,0,22,0,1
3756,0,0,0,0,0,0,0,6,4.39,-2.34,4.43,2.93,-5.91,19.47,100724,16.40,22.60,77,0,31,0,1
3757,0,0,0,0,0,0,0,6,4.51,-2.36,4.46,3.00,-5.95,19.42,100730,15.64,22.60,79,0,29,0,1
3821,0,0,0,0,0,0,0,6,4.64,-2.38,4.49,3.05,-5.97,19.56,100721,16.98,22.60,91,0,33,0,1
3893,0,0,0,0,0,0,0,6,4.77,-2.40,4.52,3.03,-6.00,19.54,100731,16.48,22.60,89,0,31,0,1
3893,0,0,0,0,0,0,0,6,4.90,-2.42,4.55,3.08,-6.03,19.57,100729,16.23,22.60,93,0,30,0,1
3956,0,0,0,0,0,0,0,6,5.02,-2.44,4.58,3.08,-6.03,19.52,100727,16.23,22.60,103,0,30,0,1
4021,0,0,0,0,0,0,0,6,5.15,-2.46,4.60,3.15,-6.10,19.49,100729,15.98,22.60,101,0,31,0,1
4096,0,0,0,0,0,0,0,6,5.28,-2.47,4.63,3.18,-6.19,19.54,100729,16.15,22.60,90,0,31,0,1
4096,0,0,0,0,0,0,0,6,5.40,-2.48,4.65,3.19,-6.17,19.52,100730,16.23,22.60,82,0,30,0,1
4181,0,0,0,0,0,0,0,6,5.52,-2.50,4.67,3.23,-6.18,19.43,100721,16.90,22.60,92,0,26,0,1
4259,0,0,0,0,0,0,0,6,5.65,-2.51,4.70,3.14,-6.27,19.53,100726,16.73,22.60,98,0,31,0,1
4260,0,0,0,0,0,0,0,6,5.78,-2.53,4.71,3.20,-6.25,19.53,100717,16.73,22.60,93,0,23,0,1
4348,0,0,0,0,0,0,0,6,5.90,-2.54,4.73,3.21,-6.33,19.57,100724,16.65,22.60,93,0,25,0,1
4349,0,0,0,0,0,0,0,6,6.03,-2.56,4.75,3.33,-6.29,19.54,100726,16.73,22.60,90,0,27,0,1
4419,0,0,0,0,0,0,0,6,6.16,-2.57,4.77,3.20,-6.44,19.48,100724,16.40,22.60,95,0,24,0,1
4495,0,0,0,0,0,0,0,6,6.28,-2.58,4.78,3.36,-6.36,19.51,100727,15.98,22.60,67,0,25,0,1
4495,0,0,0,0,0,0,0,6,6.41,-2.58,4.79,3.31,-6.51,19.57,100723,16.48,22.60,55,0,24,0,1
4597,0,0,0,0,0,0,0,6,6.53,-2.59,4.80,3.32,-6.42,19.50,100723,16.65,22.60,41,0,22,0,1
4692,0,0,0,0,0,0,0,6,6.63,-2.57,4.81,3.31,-6.40,19.54,100730,15.64,22.60,42,0,21,0,1
4699,0,0,0,0,0,0,0,6,6.73,-2.54,4.82,3.31,-6.44,19.60,100729,16.23,22.60,44,0,27,0,1
4699,0,0,0,0,0,0,0,6,6.82,-2.49,4.84,3.39,-6.46,19.40,100731,15.98,22.60,35,0,88,0,1
4791,0,0,0,0,0,0,0,6,6.91,-2.45,4.87,3.02,-6.48,19.61,100730,15.98,22.60,41,0,82,0,1
4874,0,0,0,0,0,0,0,6,7.00,-2.41,4.89,3.81,-6.47,19.56,100734,15.90,22.60,34,0,74,0,1
4874,0,0,0,0,0,0,0,6,7.07,-2.37,4.92,2.85,-6.44,19.58,100734,15.98,22.60,47,0,68,0,1
4974,0,0,0,0,0,0,0,6,7.22,-2.40,4.91,3.48,-6.52,19.25,100729,15.56,22.60,44,0,61,0,1
4974,0,0,0,0,0,0,0,6,7.35,-2.43,4.94,3.25,-6.49,19.75,100729,15.98,22.60,47,0,70,0,1
5070,0,0,0,0,0,0,0,6,7.53,-2.50,4.93,3.45,-6.64,19.68,100726,15.98,22.60,44,0,74,0,1
5071,0,0,0,0,0,0,0,6,7.68,-2.54,4.95,3.56,-6.59,19.49,100723,16.23,22.60,53,0,51,0,1
5165,0,0,0,0,0,0,0,6,7.81,-2.55,4.95,3.46,-6.66,19.63,100730,15.98,22.60,56,0,45,0,1
5165,0,0,0,0,0,0,0,6,7.93,-2.55,4.94,3.52,-6.63,19.58,100727,16.65,22.60,56,0,38,0,1
5266,0,0,0,0,0,0,0,6,8.04,-2.53,4.93,3.50,-6.58,19.63,100730,15.98,22.60,56,0,37,0,1
5266,0,0,0,0,0,0,0,6,8.15,-2.52,4.92,3.51,-6.59,19.64,100720,16.15,22.60,74,0,32,0,1
5367,0,0,0,0,0,0,0,6,8.22,-2.48,4.88,3.68,-6.41,19.56,100718,16.98,22.60,70,0,71,0,1
5367,0,0,0,0,0,0,0,6,8.25,-2.38,4.83,3.27,-6.80,19.39,100726,16.23,22.60,74,0,70,0,1
5474,0,0,0,0,0,0,0,6,8.37,-2.39,4.83,3.23,-6.54,19.52,100723,16.15,22.60,84,0,70,0,1
5475,0,0,0,0,0,0,0,6,8.49,-2.40,4.84,3.41,-6.70,19.51,100721,15.81,22.60,84,0,74,0,1
5576,0,0,0,0,0,0,0,6,8.63,-2.42,4.85,3.57,-6.64,19.53,100730,15.81,22.60,73,0,76,0,1
5576,0,0,0,0,0,0,0,6,8.79,-2.44,4.86,3.45,-6.63,19.64,100737,15.14,22.60,59,0,68,0,1
5685,0,0,0,0,0,0,0,6,8.96,-2.50,4.88,3.67,-6.85,19.39,100731,15.98,22.60,50,0,66,0,1
5686,0,0,0,0,0,0,0,6,9.11,-2.54,4.91,3.65,-6.55,19.51,100733,15.90,22.60,57,0,63,0,1
5800,0,0,0,0,0,0,0,6,9.26,-2.58,4.93,3.50,-6.77,19.53,100730,16.40,22.60,68,0,55,0,1
5801,0,0,0,0,0,0,0,6,9.44,-2.61,4.94,3.62,-6.72,19.14,100726,16.23,22.60,63,0,50,0,1
5801,0,0,0,0,0,0,0,6,9.57,-2.61,4.96,3.74,-6.56,19.86,100733,15.73,22.60,66,0,27,0,1
5903,0,0,0,0,0,0,0,6,9.71,-2.63,4.98,3.67,-6.73,19.71,100729,15.98,22.60,64,0,25,0,1
5904,0,0,0,0,0,0,0,6,9.83,-2.61,5.00,3.65,-6.61,19.54,100724,16.65,22.60,91,0,34,0,1
6024,0,0,0,0,0,0,0,6,9.95,-2.59,5.01,3.62,-7.00,19.91,100724,15.90,22.60,208,0,24,0,1
6024,0,0,0,0,0,0,0,6,10.14,-2.51,5.00,3.66,-6.62,19.54,100732,16.23,22.60,313,0,25,0,1
6198,0,0,0,0,0,0,0,6,10.16,-2.64,4.87,4.70,-5.81,18.23,100723,16.40,22.60,331,0,37,1,1
6199,0,0,0,0,0,0,0,6,9.66,-2.40,4.76,5.65,-5.01,19.33,100732,15.56,22.60,351,0,34,0,1
6199,0,0,0,0,0,0,0,6,8.53,-2.03,3.99,3.48,-4.15,19.77,100727,15.90,22.60,300,0,36,0,1
6301,0,0,0,0,0,0,0,6,7.51,-1.68,3.44,0.44,-7.17,21.09,100727,16.23,22.60,238,0,34,0,1
6326,0,0,0,0,0,0,0,6,7.69,-1.32,3.05,1.98,-10.93,22.00,100726,16.23,22.60,188,0,34,0,1
6326,0,0,0,0,0,0,0,6,7.93,-0.55,1.99,2.76,-5.07,20.04,100733,16.40,22.60,182,0,32,0,1
6457,0,0,0,0,0,0,0,6,7.94,0.15,1.03,2.70,-6.00,16.45,100726,16.65,22.60,151,0,35,0,1
6460,0,0,0,0,0,0,0,6,8.00,0.49,0.83,3.22,-6.65,18.98,100730,15.98,22.60,153,0,136,0,1
6461,0,0,0,0,0,0,0,6,8.07,0.91,0.57,3.13,-6.97,19.86,100721,16.23,22.60,101,0,112,0,1
6594,0,0,0,0,0,0,0,6,8.16,1.45,0.10,3.07,-6.93,19.37,100729,16.23,22.60,23,0,159,0,1
6594,0,0,0,0,0,0,0,6,8.27,1.99,-0.27,3.13,-7.04,18.42,100726,16.15,22.60,36,0,146,0,1
6709,0,0,0,0,0,0,0,6,8.27,2.54,-0.62,3.61,-6.74,17.03,100720,16.98,22.60,84,0,151,0,1
6719,0,0,0,0,0,0,0,6,8.16,2.56,-0.67,2.69,-6.93,18.67,100720,16.15,22.60,49,0,59,0,1
6719,0,0,0,0,0,0,0,6,8.28,2.31,-0.39,3.15,-7.40,16.61,100727,16.65,22.60,36,0,111,0,1
6888,0,0,0,0,0,0,0,6,8.40,1.99,0.01,4.01,-7.69,19.29,100727,16.15,22.60,22,0,65,0,1
6890,0,0,0,0,0,0,0,6,8.52,1.89,0.23,3.72,-7.63,19.46,100726,16.15,22.60,16,0,63,0,1
6890,0,0,0,0,0,0,0,6,8.65,1.77,0.39,3.92,-7.66,19.12,100726,16.23,22.60,2,0,62,0,1
7050,0,0,0,0,0,0,0,6,8.77,1.75,0.45,3.77,-7.60,19.04,100717,16.48,22.60,0,0,45,0,1
7053,0,0,0,0,0,0,0,6,8.90,1.69,0.54,3.91,-7.64,18.65,100730,15.90,22.60,0,0,53,0,1
7054,0,0,0,0,0,0,0,6,9.01,1.62,0.65,3.86,-7.79,18.89,100729,16.65,22.60,1,0,53,0,1
7081,0,0,0,0,0,0,0,6,9.13,1.54,0.78,4.03,-7.76,18.79,100718,16.40,22.60,4,0,52,0,1
7227,0,0,0,0,0,0,0,6,9.25,1.43,0.92,3.96,-7.88,18.92,100729,15.73,22.60,2,0,32,0,1
7227,0,0,0,0,0,0,0,6,9.37,1.33,1.04,4.07,-7.85,18.96,100727,16.48,22.60,2,0,36,0,1
7227,0,0,0,0,0,0,0,6,9.49,1.25,1.13,4.02,-7.86,18.84,100727,15.98,22.60,1,0,157,0,1
7411,0,0,0,0,0,0,0,6,9.62,1.14,1.27,4.20,-8.00,18.73,100726,16.23,22.60,24,0,138,0,1
7411,0,0,0,0,0,0,0,6,9.74,1.06,1.37,4.45,-7.89,19.77,100737,15.73,22.60,137,0,52,0,1
7412,0,0,0,0,0,0,0,6,9.85,1.09,1.41,4.16,-8.00,18.83,100720,16.48,22.60,251,0,43,0,1
7510,0,0,0,0,0,0,0,6,9.96,1.54,1.16,5.09,-8.37,22.68,100729,16.15,22.60,301,0,144,0,1
7525,0,0,0,0,0,0,0,6,9.94,3.08,-0.10,7.27,-7.91,22.57,100724,16.90,22.60,356,0,72,0,1
7526,0,0,0,0,0,0,0,6,9.36,6.21,-2.64,15.16,-7.36,26.00,100736,15.90,22.60,375,0,133,0,1
7663,0,0,0,0,0,0,0,6,7.99,11.68,-5.71,27.65,-7.29,23.51,100721,16.65,22.60,377,0,90,0,1
7663,0,0,0,0,0,0,0,6,7.12,15.83,-9.73,20.62,-4.44,13.62,100723,16.40,173.70,351,0,53,0,1
7663,0,0,0,0,0,0,0,6,7.18,18.47,-12.24,6.94,-1.83,12.89,143092,-3045.11,22.60,332,0,123,0,1
7796,0,0,0,0,0,0,0,6,9.17,24.21,-15.29,-10.68,0.71,-5.51,100727,16.48,22.60,324,0,124,0,1
7796,0,0,0,0,0,0,0,6,8.57,23.24,-12.22,-22.50,-0.42,16.10,100724,16.65,22.60,326,0,119,0,1
7797,0,0,0,0,0,0,0,6,9.17,20.98,-9.62,-13.40,-13.21,26.58,100726,16.15,22.60,357,0,111,0,1
7965,0,0,0,0,0,0,0,6,9.85,20.22,-8.41,-10.59,-14.20,36.80,100721,16.23,22.60,392,0,119,0,1
7966,0,0,0,0,0,0,0,6,9.90,20.61,-9.38,1.95,-12.39,29.27,100721,16.48,22.60,410,0,111,0,1
8079,0,0,0,0,0,0,0,6,10.59,22.25,-12.01,19.74,-11.56,17.81,100726,16.90,22.60,431,0,111,0,1
8100,0,0,0,0,0,0,0,6,11.88,23.99,-16.09,14.01,-2.41,5.45,100729,15.90,22.60,441,0,107,0,1
8101,0,0,0,0,0,0,0,6,13.69,25.04,-18.92,5.03,-3.51,7.82,100724,16.23,22.60,453,0,98,0,1
8219,0,0,0,0,0,0,0,6,15.75,25.97,-20.08,4.40,-9.75,12.45,100727,16.40,22.60,452,0,88,0,1
8240,0,0,0,0,0,0,0,6,18.16,27.15,-21.62,3.05,-10.76,14.69,100726,15.90,22.60,444,0,103,0,1
8242,0,0,0,0,0,0,0,6,20.97,29.45,-23.52,1.49,-9.32,20.73,100724,16.15,22.60,430,0,91,0,1
8388,0,0,0,0,0,0,0,6,24.55,33.63,-25.77,5.89,-11.19,29.91,100727,16.23,22.60,439,0,76,0,1
8390,0,0,0,0,0,0,0,6,30.12,39.93,-29.51,10.58,-13.56,28.64,100726,16.15,22.60,430,0,93,0,1
8391,0,0,0,0,0,0,0,6,37.09,44.57,-33.48,6.58,-7.48,17.77,100726,16.23,22.60,429,0,134,0,1
8549,0,0,0,0,0,0,0,6,42.90,48.32,-35.03,3.15,-9.23,19.45,100724,16.23,22.60,418,0,75,0,1
8549,0,0,0,0,0,0,0,6,46.80,50.91,-33.86,0.27,-5.48,2.71,100720,16.73,22.60,407,0,79,0,1
8550,0,0,0,0,0,0,0,6,49.09,52.48,-30.69,-3.85,-2.76,2.69,100719,16.65,22.60,409,0,85,0,1
8550,0,0,0,0,0,0,0,6,51.69,53.94,-27.51,-1.12,-11.57,5.50,100724,16.48,22.60,422,0,83,0,1
8690,0,0,0,0,0,0,0,6,53.89,55.06,-25.99,-5.61,-9.98,11.19,100720,17.07,22.60,399,0,9,1,1
8795,0,0,0,0,0,0,0,6,56.24,56.52,-25.99,-1.41,-8.97,9.21,100721,16.23,22.60,413,0,72,1,1
8798,0,0,0,0,0,0,0,6,57.67,57.77,-25.46,-0.11,-10.70,3.35,100719,16.65,22.60,420,0,128,1,1
8799,0,0,0,0,0,0,0,6,59.14,58.99,-23.33,-1.19,-11.88,6.82,100724,16.40,22.70,416,0,129,1,1
8800,0,0,0,0,0,0,0,6,60.89,60.44,-20.64,-3.21,-11.03,5.57,100732,16.15,22.70,437,0,96,1,1
8932,0,0,0,0,0,0,0,6,62.75,61.61,-18.47,-1.06,-11.64,2.66,100732,15.90,22.60,449,0,117,1,1
8933,0,0,0,0,0,0,0,6,64.64,62.81,-16.44,3.46,-11.15,-0.31,100726,16.48,22.60,451,0,113,1,1
9049,0,0,0,0,0,0,0,6,66.17,63.92,-13.31,1.82,-10.15,6.16,100720,16.40,22.70,471,0,143,0,1
9050,0,0,0,0,0,0,0,6,69.44,64.52,-11.61,5.02,-6.98,-5.92,100729,15.64,22.70,467,0,71,0,1
9170,0,0,0,0,0,0,0,6,72.00,64.33,-10.16,4.23,-3.24,-2.63,100729,15.73,22.70,466,0,132,0,1
9170,0,0,0,0,0,0,0,6,73.34,63.24,-10.28,-0.79,3.48,1.19,100735,15.64,22.70,470,0,95,0,1
9171,0,0,0,0,0,0,0,6,72.91,61.17,-12.13,0.96,7.18,3.60,100735,15.64,22.70,457,0,231,0,1
9299,0,0,0,0,0,0,0,6,71.57,58.58,-14.98,9.52,8.30,6.92,100733,15.73,22.70,465,0,180,0,1
9300,0,0,0,0,0,0,0,6,70.66,56.39,-18.58,15.30,5.81,7.96,100732,15.90,22.70,464,0,1,0,1
9300,0,0,0,0,0,0,0,6,71.38,55.76,-20.51,3.84,9.15,6.47,100727,16.15,22.70,440,0,0,0,1
9451,0,0,0,0,0,0,0,6,73.21,55.80,-20.64,-3.72,9.02,1.46,100733,15.90,22.70,411,0,62,0,1
9451,0,0,0,0,0,0,0,6,75.42,56.22,-19.92,1.06,6.64,5.04,100733,15.64,22.70,413,0,72,0,1
9581,0,0,0,0,0,0,0,6,77.32,56.69,-19.76,-2.63,12.04,2.72,100727,16.23,22.70,425,0,77,0,1
9586,0,0,0,0,0,0,0,6,77.20,56.32,-21.42,3.30,8.64,-3.79,100730,15.98,22.70,443,0,136,0,0
9587,0,0,0,0,0,0,0,6,76.39,55.07,-23.51,13.81,1.62,-0.94,100723,16.15,22.70,444,0,121,0,0
9727,0,0,0,0,0,0,0,6,76.44,54.42,-25.01,27.19,7.26,2.38,100733,15.64,22.70,447,0,116,0,0
9727,0,0,0,0,0,0,0,6,76.37,54.67,-26.36,22.15,13.58,7.93,100723,15.90,22.70,431,0,134,0,0
9728,0,0,0,0,0,0,0,6,75.63,54.26,-28.96,13.59,20.50,13.34,100723,16.40,22.70,418,0,112,0,0
9862,0,0,0,0,0,0,0,6,73.51,53.89,-31.93,7.23,23.79,14.98,100724,16.15,22.70,410,0,102,0,1
9862,0,0,0,0,0,0,0,6,71.22,53.17,-34.18,9.56,22.95,5.19,100732,15.98,22.70,399,0,96,0,1
10011,0,0,0,0,0,0,0,6,69.53,52.81,-35.39,9.93,19.75,13.95,100730,15.64,22.70,389,0,96,0,1
10024,0,0,0,0,0,0,0,6,65.48,53.22,-36.13,12.04,26.44,17.41,100737,15.39,22.70,395,0,10,0,1
10024,0,0,0,0,0,0,0,6,59.72,53.61,-36.24,-7.52,11.82,-13.17,100724,15.98,22.70,398,0,52,0,1
10024,0,0,0,0,0,0,0,6,67.11,57.48,-31.68,-3.40,8.18,-37.85,100726,16.15,22.70,400,0,100,0,1
10154,0,0,0,0,0,0,0,6,71.23,61.92,-26.65,3.91,0.40,-7.99,100730,15.73,22.70,413,0,5,0,1
10154,0,0,0,0,0,0,0,6,68.85,63.13,-26.30,28.04,-19.99,14.68,100732,15.90,22.70,414,0,5,0,1
10263,0,0,0,0,0,0,0,6,48.91,58.01,-31.21,25.49,-34.25,6.53,100726,15.64,22.70,417,0,3,0,1
10273,0,0,0,0,0,0,0,6,10.13,49.90,-34.76,21.52,-5.39,15.13,100732,15.90,22.70,420,0,7,0,1
10273,0,0,0,0,0,0,0,6,-34.96,41.41,-35.17,2.68,17.62,33.42,100729,16.40,22.70,418,0,8,0,1
10404,0,0,0,0,0,0,0,6,-53.29,35.28,-32.12,7.96,4.52,23.55,100732,15.64,22.70,418,0,1,0,1
10404,0,0,0,0,0,0,0,6,-56.71,35.18,-29.79,15.60,-6.68,40.40,100729,15.73,22.70,425,0,5,0,1
10512,0,0,0,0,0,0,0,6,-55.81,36.36,-25.60,23.59,-4.22,26.80,100723,15.90,22.70,429,0,10,0,1
10531,0,0,0,0,0,0,0,6,-55.67,35.36,-22.41,26.55,10.56,16.39,100727,16.48,22.70,423,0,0,0,1
10532,0,0,0,0,0,0,0,6,-57.30,33.04,-23.24,10.25,22.11,20.13,100729,15.98,22.70,424,0,7,0,1
10662,0,0,0,0,0,0,0,6,-59.41,31.20,-26.65,-2.14,25.44,23.11,100723,15.98,22.70,416,0,0,0,1
10663,0,0,0,0,0,0,0,6,-61.96,30.78,-28.91,-3.94,24.33,20.76,100723,15.90,22.70,395,0,25,0,1
10663,0,0,0,0,0,0,0,6,-64.56,32.01,-28.38,-8.31,17.90,17.10,100727,15.31,22.70,388,0,63,0,1
10850,0,0,0,0,0,0,0,6,-64.89,33.06,-26.11,1.26,13.35,17.95,100736,15.64,22.70,421,0,13,0,0
10850,0,0,0,0,0,0,0,6,-63.67,33.20,-22.32,2.03,11.76,20.45,100730,15.14,22.70,400,0,39,0,0
10851,0,0,0,0,0,0,0,6,-62.31,33.43,-20.28,2.75,14.20,20.38,100726,16.48,22.70,411,4,122,0,0
10851,0,0,0,0,0,0,0,6,-62.23,33.29,-20.34,7.32,16.50,22.03,100727,16.98,22.70,392,1,63,0,0
10994,0,0,0,0,0,0,0,6,-63.75,33.42,-20.03,1.43,14.59,19.17,100730,16.23,22.70,382,0,52,0,0
10994,0,0,0,0,0,0,0,6,-65.23,34.20,-19.84,-2.94,12.77,20.34,100724,16.23,22.70,375,0,103,0,0
11107,0,0,0,0,0,0,0,6,-66.32,35.18,-19.14,-7.33,11.90,21.49,100724,16.23,22.70,388,0,80,0,0
11108,0,0,0,0,0,0,0,6,-67.12,36.65,-18.53,-12.09,12.06,21.05,100726,16.23,22.70,405,3,68,0,0
11206,0,0,0,0,0,0,0,6,-68.20,39.03,-18.04,-12.96,9.25,17.43,100723,16.23,22.70,384,1,67,0,0
11211,0,0,0,0,0,0,0,6,-69.24,41.17,-17.93,-13.29,10.78,22.71,100723,16.56,22.70,395,0,84,0,0
11212,0,0,0,0,0,0,0,6,-70.19,42.55,-17.31,-16.21,11.63,30.49,100727,16.40,22.70,381,0,84,0,0
11358,0,0,0,0,0,0,0,6,-70.65,42.29,-16.81,-5.08,12.42,33.95,100729,16.23,22.70,384,0,47,0,0
11360,0,0,0,0,0,0,0,6,-71.72,41.52,-16.70,8.51,13.75,34.98,100724,16.56,22.70,379,0,59,0,0
11508,0,0,0,0,0,0,0,6,-73.27,42.63,-17.29,33.58,20.68,22.23,100722,16.73,22.70,347,0,4,0,0
11516,0,0,0,0,0,0,0,6,-74.88,44.05,-23.24,13.63,16.45,10.93,100729,16.23,22.70,342,0,18,0,0
11517,0,0,0,0,0,0,0,6,-69.91,45.64,-29.90,10.22,19.40,6.48,100722,16.82,22.70,329,0,4,0,0
11517,0,0,0,0,0,0,0,6,-63.64,48.37,-34.87,4.26,11.98,-3.85,100723,16.48,22.70,319,0,128,0,0
11653,0,0,0,0,0,0,0,6,-50.96,51.66,-35.53,-14.77,0.21,-8.97,100724,16.40,22.70,333,1,171,0,0
11653,0,0,0,0,0,0,0,6,-25.38,53.74,-34.31,-22.84,15.58,3.43,100722,16.56,22.70,357,0,80,0,0
11653,0,0,0,0,0,0,0,6,-1.22,54.34,-34.85,-20.00,11.68,-12.30,100722,16.40,22.70,351,0,18,0,0
11780,0,0,0,0,0,0,0,6,47.89,56.85,-33.14,-13.70,1.12,-15.60,100726,15.98,22.70,323,0,0,0,0
11781,0,0,0,0,0,0,0,6,99.32,62.70,-26.74,5.46,-12.74,13.70,100724,16.40,22.70,295,0,8,0,0
11906,0,0,0,0,0,0,0,6,73.38,69.05,-20.94,18.21,-14.85,12.18,100723,16.40,22.70,373,0,59,0,0
11906,0,0,0,0,0,0,0,6,64.36,71.43,-18.51,23.20,-30.64,-16.54,100724,16.40,22.70,386,0,34,0,0
11907,0,0,0,0,0,0,0,6,72.59,72.43,-17.57,5.82,-22.25,-7.70,100730,16.15,22.70,377,0,93,0,0
12066,0,0,0,0,0,0,0,6,76.19,70.58,-19.35,-2.45,-20.92,-28.04,100729,16.23,22.70,344,0,64,0,0
12068,0,0,0,0,0,0,0,6,82.55,66.40,-23.28,-12.27,-11.26,-15.80,100726,15.98,22.70,363,0,62,0,0
12229,0,0,0,0,0,0,0,6,84.26,64.29,-25.48,-2.69,-12.38,-16.58,100732,16.40,22.70,358,0,36,0,0
12236,0,0,0,0,0,0,0,6,73.68,63.89,-26.06,0.20,-4.92,0.36,100727,16.15,22.70,344,0,40,0,0
12236,0,0,0,0,0,0,0,6,55.21,62.56,-27.41,-2.89,-0.08,-2.46,100730,15.64,22.70,330,2,48,0,0
12236,0,0,0,0,0,0,0,6,56.62,61.27,-28.71,-2.24,4.80,-2.51,100735,15.48,22.70,294,2,68,0,0
12407,0,0,0,0,0,0,0,6,56.94,61.00,-28.99,-2.36,2.47,-0.33,100733,15.39,22.70,291,0,65,0,0
12407,0,0,0,0,0,0,0,6,55.24,61.37,-28.58,-2.13,1.28,3.67,100732,15.98,22.70,275,0,71,0,0
12408,0,0,0,0,0,0,0,6,54.42,60.93,-29.02,-8.32,-3.15,2.34,100727,16.40,22.80,183,0,76,0,0
12408,0,0,0,0,0,0,0,6,58.14,59.31,-30.69,-10.22,-3.37,2.37,100736,15.73,22.70,136,2,68,0,0
12539,0,0,0,0,0,0,0,6,61.57,57.16,-32.83,-9.59,-5.11,-0.51,100727,16.15,22.70,110,0,72,0,0
12648,0,0,0,0,0,0,0,6,55.19,55.61,-34.39,-2.69,-0.55,-1.70,100729,15.14,22.70,159,0,69,0,0
