relative time stamp,Walking,Standing,Sitting,Going Upstairs,Going Downstairs,Going In Lift,annotation any activity,yaw,pitch,roll,acc_x,acc_y,acc_z,pressure[pa],altitude[m],temperature[c],sensor Back,stretch left,stretch right,switch left,switch right
2762209,0,0,0,0,0,0,0,-60.27,67.59,21.81,-2.01,4.83,26.1,101023,-8.61,24.5,2,0,58,0,0
2762273,0,0,0,0,0,0,0,-59.54,66.85,22.49,2.03,1.94,24.05,101018,-8.86,24.5,3,0,35,0,0
2762321,0,0,0,0,0,0,0,-57.74,65.52,23.62,-2.06,-0.19,24.22,101030,-9.69,24.5,3,0,15,0,0
2762369,0,0,0,0,0,0,0,-56.63,64.1,24.99,-2.99,5.39,30.08,101023,-8.86,24.5,4,2,39,0,0
2762417,0,0,0,0,0,0,0,-56.37,62.64,26.63,3.49,10.43,25.04,101032,-8.69,24.5,6,0,33,0,0
2762465,0,0,0,0,0,0,0,-55.43,61.13,28.16,1.54,2.52,24.36,101026,-8.44,24.5,3,0,27,0,0
2762513,0,0,0,0,0,0,0,-53.74,59.73,29.44,-1.81,-0.73,21.22,101029,-8.61,24.5,2,0,22,0,0
2762577,0,0,0,0,0,0,0,-52.09,58.41,30.63,-0.99,0.23,21.28,101027,-8.94,24.5,0,0,17,0,0
2762625,0,0,0,0,0,0,0,-50.74,57.52,31.43,0.89,0.63,18.77,101021,-9.11,24.5,0,1,17,0,0
2762673,0,0,0,0,0,0,0,-49.97,57.1,31.76,3.84,0.01,13.87,101029,-8.61,24.5,0,0,52,0,0
2762721,0,0,0,0,0,0,0,-48.83,56.35,32.31,7.32,-1.24,17.6,101023,-8.94,24.5,2,0,108,0,0
2762769,0,0,0,0,0,0,0,-47.27,54.83,33.71,4.04,-1.19,20.33,101021,-8.61,24.6,0,0,95,0,0
2762817,0,0,0,0,0,0,0,-46.29,53.18,35.35,4.87,-2.16,20.65,101023,-8.94,24.6,0,0,91,0,0
2762865,0,0,0,0,0,0,0,-45.55,51.66,36.92,6.15,-0.2,12.84,101029,-8.86,24.6,0,0,85,0,0
2762913,0,0,0,0,0,0,0,-44.86,50.16,38.39,-4.43,2.56,9.78,101017,-8.44,24.6,0,1,74,0,0
2762977,0,0,0,0,0,0,0,-43.84,48.43,39.99,-21.46,-5.46,7.21,101021,-8.28,24.6,1,0,86,0,0
2763025,0,0,0,0,0,0,0,-43.61,46.95,41.7,-26.44,-1.1,19.64,101024,-8.35,24.6,0,0,76,0,0
2763082,0,0,0,0,0,0,0,-44.4,47.08,41.89,-20.01,7.46,23.49,101026,-8.94,24.6,0,0,64,0,0
2763122,0,0,0,0,0,0,0,-45.33,47.64,41.7,-14.43,3.25,19.04,101023,-8.86,24.6,0,0,52,0,0
2763172,0,0,0,0,0,0,0,-46.36,48.53,40.97,-6.78,0.03,13.34,101023,-8.28,24.6,1,0,48,0,0
2763217,0,0,0,0,0,0,0,-47.05,49.55,39.86,-4.6,1.69,10.47,101023,-9.11,24.6,0,0,59,0,0
2763265,0,0,0,0,0,0,0,-47.94,50.67,38.59,-7.22,4.23,5.39,101021,-8.35,24.6,0,1,45,0,0
2763313,0,0,0,0,0,0,0,-49.21,51.79,37.41,5.15,9.42,-2.23,101023,-8.86,24.6,0,2,41,0,0
2763377,0,0,0,0,0,0,0,-49.3,51.14,37.98,23.25,11.94,-7.15,101023,-8.44,24.6,0,0,40,0,0
2763425,0,0,0,0,0,0,0,-49.37,51.05,37.68,29.35,13.51,41.02,101029,-8.86,24.6,0,0,29,1,0
2763473,0,0,0,0,0,0,0,-48.9,50.97,37.24,6.59,-8.38,14.48,101021,-8.94,24.6,1,0,37,0,0
2763521,0,0,0,0,0,0,0,-48.09,50.19,37.89,2.64,-18.14,2.89,101023,-8.61,24.6,2,0,43,0,0
2763570,0,0,0,0,0,0,0,-47.66,49.33,39.06,8.77,-13.8,8.1,101021,-8.69,24.6,0,0,42,0,0
2763617,0,0,0,0,0,0,0,-48.15,49.35,39.41,10.7,-8.25,11.42,101019,-8.44,24.6,9,0,39,0,0
2763666,0,0,0,0,0,0,0,-48.97,49.81,39.04,9.59,-0.64,5.99,101030,-9.19,24.6,3,0,42,0,0
2763713,0,0,0,0,0,0,0,-49.51,50.09,38.54,8.27,5.26,5.32,101024,-8.35,24.6,8,0,45,0,0
2763778,0,0,0,0,0,0,0,-49.95,50.37,38.12,14.43,2.6,1.15,101023,-8.69,24.6,6,1,43,0,0
2763825,0,0,0,0,0,0,0,-50.18,50.39,38.22,13.73,-2.91,4.88,101024,-8.61,24.6,5,0,28,0,0
2763873,0,0,0,0,0,0,0,-50.02,50.04,38.62,9.85,-10.15,6.51,101024,-8.94,24.6,7,0,30,0,0
2763921,0,0,0,0,0,0,0,-49.75,49.47,39.28,10.88,-13.15,9.71,101029,-8.94,24.6,1,1,17,0,0
2763969,0,0,0,0,0,0,0,-49.4,48.81,40.08,9.23,-5.56,15.2,101032,-8.11,24.6,0,0,20,0,0
2764017,0,0,0,0,0,0,0,-49.51,48.76,40.49,7.22,-3.56,10.85,101026,-8.61,24.6,1,0,19,0,0
2764065,0,0,0,0,0,0,0,-49.68,48.79,40.7,4.67,-1.24,4.41,101019,-8.28,24.6,0,0,18,0,0
2764129,0,0,0,0,0,0,0,-50.18,49.12,40.46,6.42,5.11,0.99,101024,-8.52,24.6,0,4,19,0,0
2764177,0,0,0,0,0,0,0,-50.85,49.5,40.02,3.59,8.41,5.49,101030,-8.86,24.6,0,4,14,0,0
2764225,0,0,0,0,0,0,0,-51.56,49.89,39.44,-3.42,0,5.55,101019,-8.52,24.6,0,4,14,0,0
2764273,0,0,0,0,0,0,0,-52.22,50.03,38.97,-6.09,-6.77,7.8,101022,-8.28,24.6,60,0,15,0,0
2764321,0,0,0,0,0,0,0,-53.21,50.86,37.94,-0.04,2.08,10.78,101023,-8.69,24.6,70,2,17,0,0
2764369,0,0,0,0,0,0,0,-54.81,52.75,36.04,4.78,5.25,9.1,101020,-8.02,24.6,1,0,16,0,0
2764417,0,0,0,0,0,0,0,-55.93,53.88,34.79,-2.37,-4.37,3.68,101019,-8.35,24.6,99,2,21,0,0
2764465,0,0,0,0,0,0,0,-56.94,54.49,33.83,-0.66,-9.11,12.66,101024,-8.28,24.6,164,0,23,0,0
2764532,0,0,0,0,0,0,0,-57.37,54.56,33.56,-0.75,-5.04,10.6,101013,-8.69,24.6,161,1,27,0,0
2764577,0,0,0,0,0,0,0,-57.43,54.65,33.47,2.67,-6.19,9.77,101024,-8.69,24.6,204,2,24,0,0
2764625,0,0,0,0,0,0,0,-57.05,53.81,33.98,7.76,-6.9,4.24,101024,-9.36,24.6,227,0,39,0,0
2764673,0,0,0,0,0,0,0,-56.62,52.68,34.64,10.57,-4.65,6.37,101016,-8.28,24.6,219,0,35,0,0
2764721,0,0,0,0,0,0,0,-56.4,51.92,34.89,10.44,-4.29,5.45,101022,-8.28,24.6,205,0,45,0,0
2764769,0,0,0,0,0,0,0,-56.43,51.49,34.9,9.67,-4.59,5.8,101027,-8.86,24.6,104,0,35,0,0
2764817,0,0,0,0,0,0,0,-56.55,51.14,34.85,7.75,-5.87,4.93,101027,-8.94,24.6,71,2,33,0,0
2764865,0,0,0,0,0,0,0,-56.54,50.78,34.91,4.99,-6.9,8.49,101020,-8.52,24.6,166,3,38,0,0
2764929,0,0,0,0,0,0,0,-56.81,51.02,34.49,5.31,-5.34,7.3,101027,-8.61,24.6,204,0,43,0,0
2764977,0,0,0,0,0,0,0,-57.55,51.78,33.83,7.24,-1.69,2.56,101026,-8.61,24.6,175,1,39,0,0
2765025,0,0,0,0,0,0,0,-58.46,52.49,33.23,6.52,-0.96,5.22,101013,-7.6,24.6,181,2,34,0,0
2765073,0,0,0,0,0,0,0,-59.01,53.02,32.7,2.32,-3.99,8.26,101014,-8.02,24.6,148,0,35,0,0
2765121,0,0,0,0,0,0,0,-59.13,53.33,32.63,4.29,-0.34,4.03,101030,-8.28,24.6,94,0,32,0,0
2765169,0,0,0,0,0,0,0,-59.4,53.57,32.5,5.79,2.78,7.12,101017,-8.35,24.6,25,1,40,0,0
2765217,0,0,0,0,0,0,0,-59.55,53.71,32.38,5.06,-1.43,5.7,101014,-8.02,24.6,0,0,36,0,0
2765265,0,0,0,0,0,0,0,-59.28,53.57,32.68,4.84,-2.98,5.94,101014,-8.11,24.6,0,0,35,0,0
2765329,0,0,0,0,0,0,0,-59.22,53.76,32.79,6.66,-1.46,2.64,101013,-8.02,24.6,0,0,25,0,0
2765377,0,0,0,0,0,0,0,-59.57,53.94,33.08,0,1.61,4.81,101020,-8.35,24.6,0,0,23,0,0
2765425,0,0,0,0,0,0,0,-60.33,54.12,33.06,-2.66,3.78,0.35,101023,-8.69,24.6,0,0,24,0,0
2765473,0,0,0,0,0,0,0,-60.07,53.66,33.74,-8.88,6.85,-11.22,101019,-8.35,24.6,0,0,21,0,0
2765521,0,0,0,0,0,0,0,-58.07,51.34,36.05,2.92,-10.07,-6.02,101033,-9.11,24.6,0,0,19,0,0
2765572,0,0,0,0,0,0,0,-55.76,49.61,38.22,25.09,-15.15,27.39,101017,-8.35,24.6,0,0,21,0,0
2765617,0,0,0,0,0,0,0,-56.51,49.74,37.57,21.01,-19.4,29.73,101016,-8.28,24.6,0,0,18,0,0
2765681,0,0,0,0,0,0,0,-55.77,49.7,37.89,12.16,-4.72,1.44,101020,-8.11,24.6,0,0,24,0,0
2765730,0,0,0,0,0,0,0,-55.94,49.53,37.8,8.6,-4.34,3.2,101013,-7.52,24.6,0,2,35,0,0
2765777,0,0,0,0,0,0,0,-56.02,49.54,37.73,7.19,-4.93,3.82,101013,-7.85,24.6,0,0,36,0,0
2765825,0,0,0,0,0,0,0,-55.88,49.43,37.86,6.34,-6.23,4.19,101019,-8.61,24.6,0,0,37,0,0
2765873,0,0,0,0,0,0,0,-55.32,48.89,38.25,10.83,-2.82,5.31,101022,-8.11,24.6,0,0,27,0,0
2765922,0,0,0,0,0,0,0,-55.15,48.38,38.53,10.01,-4.19,6.21,101013,-7.6,24.6,0,0,36,0,0
2765970,0,0,0,0,0,0,0,-54.59,47.97,39.19,5.96,-5.36,9.21,101019,-8.28,24.6,2,0,24,0,0
2766017,0,0,0,0,0,0,0,-53.55,47.77,40.01,12.21,-2.57,5.75,101020,-7.85,24.6,0,0,22,0,0
2766081,0,0,0,0,0,0,0,-52.18,47.45,41.01,8.95,4.33,4.24,101020,-8.35,24.6,0,0,14,0,0
2766129,0,0,0,0,0,0,0,-52.43,48.34,40.52,3.03,17.21,-8.29,101011,-8.02,24.6,0,0,13,0,0
2766177,0,0,0,0,0,0,0,-51.32,47.87,41.63,27.81,32.61,2.13,101019,-8.02,24.6,0,0,15,0,0
2766225,0,0,0,0,0,0,0,-49.34,46.55,43.14,14.57,-16.68,5.39,101016,-7.77,24.6,0,0,31,0,0
2766273,0,0,0,0,0,0,0,-50.2,46.04,43.26,1.18,-26.38,5.51,101016,-7.85,24.6,0,0,97,0,0
2766321,0,0,0,0,0,0,0,-51.9,46.29,42.18,-13.54,-34.51,-6.44,101013,-8.02,24.6,0,0,81,0,0
2766369,0,0,0,0,0,0,0,-53.78,48.14,39.65,-21.03,-26.19,-6.89,101014,-7.6,24.6,0,0,79,0,0
2766417,0,0,0,0,0,0,0,-56.67,51.55,35.75,-9.37,-15.97,4.84,101011,-8.02,24.6,2,0,55,0,0
2766483,0,0,0,0,0,0,0,-58.89,52.48,33.12,35.68,-2.09,23.09,101017,-7.85,24.6,0,0,28,0,0
2766529,0,0,0,0,0,0,0,-58.06,51.46,34.58,3.2,-3.04,7.92,101019,-8.11,24.6,0,0,20,0,0
2766577,0,0,0,0,0,0,0,-59.12,51.3,34.37,2.58,6.33,4.34,101013,-7.85,24.6,0,0,29,0,0
2766625,0,0,0,0,0,0,0,-59.25,51.49,34.16,2.35,2.88,8.54,101013,-8.28,24.6,0,0,32,0,0
2766673,0,0,0,0,0,0,0,-58.69,51.41,34.48,5.67,-3.13,6.4,101019,-8.02,24.6,0,4,43,0,0
2766721,0,0,0,0,0,0,0,-58.51,51.48,34.91,2.92,-2.38,3.24,101017,-7.77,24.6,2,0,42,0,0
2766769,0,0,0,0,0,0,0,-59.65,51.81,34.14,5.74,-7.3,2.77,101022,-8.28,24.6,0,0,34,0,0
2766833,0,0,0,0,0,0,0,-59.21,50.84,35.24,18.19,-2.35,4.18,101025,-8.28,24.6,0,0,38,0,0
2766883,0,0,0,0,0,0,0,-57.29,49.58,37.74,11.93,6.4,3.38,101016,-7.6,24.6,0,0,25,0,0
2766930,0,0,0,0,0,0,0,-57.28,48.89,37.91,7.24,-2.04,2.97,101019,-8.28,24.6,1,0,32,0,0
2766977,0,0,0,0,0,0,0,-57.57,48.9,36.72,8.08,-1.91,0.72,101023,-8.11,24.6,0,0,33,0,0
2767025,0,0,0,0,0,0,0,-58.03,48.73,35.48,7.91,-6.8,3.49,101019,-8.77,24.6,0,0,31,0,0
2767073,0,0,0,0,0,0,0,-57.53,47.4,36.57,11.46,-5.46,5.9,101016,-8.02,24.6,0,0,38,0,0
2767121,0,0,0,0,0,0,0,-56.9,45.91,38.19,8.37,-1.29,3.08,101022,-8.02,24.6,1,0,38,0,0
2767169,0,0,0,0,0,0,0,-56.52,45.64,38.85,8.26,1.97,5.08,101026,-8.11,24.6,2,0,26,0,0
2767233,0,0,0,0,0,0,0,-55.18,45.03,40.94,6.12,-4.93,11.2,101023,-8.52,24.6,0,0,30,0,0
2767281,0,0,0,0,0,0,0,-53.6,44.42,42.88,4.93,-3.68,6.8,101019,-8.28,24.6,0,1,27,0,0
2767329,0,0,0,0,0,0,0,-53.75,44.79,42.99,2.95,-3.19,5.82,101023,-8.35,24.6,0,0,27,0,0
2767377,0,0,0,0,0,0,0,-54.85,45.91,42,4.84,-3.01,8.2,101022,-8.61,24.6,0,2,26,0,0
2767425,0,0,0,0,0,0,0,-56.22,47.36,40.59,4.99,-1.6,0.63,101022,-8.35,24.6,4,2,22,0,0
2767473,0,0,0,0,0,0,0,-57.46,47.72,39.94,3.52,-1.14,5.54,101027,-8.35,24.6,2,0,24,0,0
2767521,0,0,0,0,0,0,0,-57.74,48.11,39.5,3.24,-1.44,6.16,101020,-8.52,24.6,0,2,40,0,0
2767570,0,0,0,0,0,0,0,-57.72,48.99,38.93,3.75,-6.54,5.25,101022,-8.11,24.6,0,0,36,0,0
2767634,0,0,0,0,0,0,0,-59.01,50.51,37.31,10.36,-7.05,2.94,101022,-8.28,24.6,0,0,44,0,0
2767680,0,0,0,0,0,0,0,-59.36,50.91,36.86,8.65,-6.74,5.26,101017,-9.11,24.6,0,2,25,0,0
2767731,0,0,0,0,0,0,0,-59.92,51.28,36.4,8.63,-4.48,2.27,101023,-8.94,24.6,0,0,32,0,0
2767777,0,0,0,0,0,0,0,-60.25,51.52,36.07,7.09,-2.81,3.94,101027,-8.35,24.6,0,0,40,0,0
2767825,0,0,0,0,0,0,0,-60.54,51.91,35.62,5.44,-6.38,3.48,101023,-8.61,24.6,0,2,37,0,0
2767873,0,0,0,0,0,0,0,-60.74,52.05,35.34,3.99,-5.3,6,101023,-8.86,24.6,0,2,33,0,0
2767921,0,0,0,0,0,0,0,-60.7,51.97,35.09,4.04,-3.82,3.37,101023,-8.86,24.6,0,4,43,0,0
2767971,0,0,0,0,0,0,0,-60.6,51.8,35.03,3.8,-4.62,2.23,101020,-8.11,24.6,0,0,31,0,0
2768033,0,0,0,0,0,0,0,-60.23,51.59,35.35,6.9,-5.52,1.59,101017,-8.11,24.6,0,0,37,0,0
2768082,0,0,0,0,0,0,0,-59.76,51.58,35.71,11.07,-3.24,0.62,101023,-8.61,24.6,4,0,32,0,0
2768129,0,0,0,0,0,0,0,-59.31,51.5,36.13,8.07,-1.36,2.01,101027,-8.61,24.6,0,0,23,0,0
2768177,0,0,0,0,0,0,0,-59.21,51.49,36.35,4.28,-2.86,2.51,101020,-8.61,24.6,1,2,33,0,0
2768225,0,0,0,0,0,0,0,-59.34,51.63,36.31,5.3,-1.8,1.93,101025,-8.77,24.6,1,1,27,0,0
2768272,0,0,0,0,0,0,0,-59.43,51.79,36.2,6.85,-1.66,2.78,101026,-8.94,24.6,0,0,37,0,0
2768321,0,0,0,0,0,0,0,-59.32,51.73,36.33,4.19,-1.9,2.94,101016,-7.6,24.6,0,0,32,0,0
2768385,0,0,0,0,0,0,0,-59.19,51.6,36.52,4.37,-1.14,3.27,101025,-7.85,24.6,0,0,31,0,0
2768433,0,0,0,0,0,0,0,-58.95,51.65,36.63,4.47,-2.57,4.04,101016,-8.52,24.6,1,1,28,0,0
2768481,0,0,0,0,0,0,0,-58.51,51.61,36.9,4.48,-2.45,4.82,101020,-8.77,24.6,4,1,37,0,0
2768528,0,0,0,0,0,0,0,-58.18,51.46,37.17,4.3,-2.74,5.36,101023,-8.35,24.6,0,1,19,0,0
2768577,0,0,0,0,0,0,0,-58.19,51.43,37.21,6.6,-5.17,4.29,101026,-8.77,24.6,0,2,26,0,0
2768625,0,0,0,0,0,0,0,-58.11,51.23,37.42,5.7,-5.17,3.36,101025,-8.61,24.6,0,4,23,0,0
2768673,0,0,0,0,0,0,0,-58.09,50.7,37.84,-2.74,-7.77,3.07,101022,-8.77,24.6,0,2,19,0,0
2768720,0,0,0,0,0,0,0,-58.59,50.37,37.92,5.04,-3.02,5.68,101017,-8.02,24.6,0,2,17,0,0
2768785,0,0,0,0,0,0,0,-57.96,49.91,38.58,8.5,4.98,-3.61,101022,-7.85,24.6,0,1,15,0,0
2768833,0,0,0,0,0,0,0,-57.89,50.5,38.2,16.38,-5.9,4.87,101023,-8.77,24.6,0,2,19,0,0
2768881,0,0,0,0,0,0,0,-58.72,50.99,37.43,7.91,-11.64,-2.99,101027,-8.86,24.6,0,0,18,0,0
2768929,0,0,0,0,0,0,0,-60.27,51.27,36.53,8.45,-7.94,1.27,101022,-8.61,24.6,0,4,22,0,0
2768977,0,0,0,0,0,0,0,-61.25,51.3,36.08,6.61,-8.21,0.33,101023,-8.86,24.7,0,0,23,0,0
2769025,0,0,0,0,0,0,0,-61.49,51.1,36.29,5.03,-5.31,1.84,101025,-8.86,24.7,0,0,27,0,0
2769073,0,0,0,0,0,0,0,-61.21,51.01,36.63,3.95,-1.67,3.71,101027,-8.52,24.6,0,0,27,0,0
2769121,0,0,0,0,0,0,0,-61.11,50.99,36.72,3.58,-0.88,3.79,101026,-8.52,24.7,0,0,26,0,0
2769185,0,0,0,0,0,0,0,-61.05,50.98,36.72,3.97,-0.38,3.87,101023,-8.61,24.6,0,1,22,0,0
2769233,0,0,0,0,0,0,0,-60.95,51,36.68,3.92,-1.91,4.68,101023,-8.77,24.7,0,2,22,0,0
2769282,0,0,0,0,0,0,0,-60.69,50.99,36.71,5.14,-4.08,3.57,101025,-8.61,24.7,1,0,23,0,0
2769329,0,0,0,0,0,0,0,-60.25,51.09,36.8,4.5,-5.37,2.59,101017,-8.35,24.7,0,0,25,0,0
2769377,0,0,0,0,0,0,0,-59.65,51.06,37.12,5.51,-4.02,3.71,101025,-8.77,24.7,0,0,24,0,0
2769426,0,0,0,0,0,0,0,-58.68,50.93,37.62,6.1,-2.5,3.12,101014,-8.35,24.6,0,0,24,0,0
2769473,0,0,0,0,0,0,0,-57.55,50.75,38.12,6.13,-2.92,3.89,101016,-8.28,24.7,0,0,24,0,0
2769521,0,0,0,0,0,0,0,-56.94,50.73,38.3,5.88,-2.96,2.14,101022,-8.11,24.7,0,2,21,0,0
2769585,0,0,0,0,0,0,0,-56.92,50.97,38.1,4.51,-1.46,1.34,101023,-8.86,24.7,0,2,27,0,0
2769633,0,0,0,0,0,0,0,-57.74,51.4,37.46,4.5,-1,0.97,101019,-8.28,24.7,0,0,30,0,0
2769681,0,0,0,0,0,0,0,-58.93,51.77,36.64,4.23,-2.44,1.9,101014,-8.86,24.7,0,0,31,0,0
2769730,0,0,0,0,0,0,0,-59.8,51.87,36.02,5.08,-1.6,1.46,101023,-8.28,24.6,0,4,35,0,0
2769776,0,0,0,0,0,0,0,-60.74,51.93,35.25,5.37,0.61,-0.64,101019,-8.52,24.7,0,0,30,0,0
2769824,0,0,0,0,0,0,0,-61.55,52.04,34.38,5.99,-1.57,0.28,101022,-8.52,24.7,0,0,34,0,0
2769873,0,0,0,0,0,0,0,-62.04,52.19,33.86,5.62,-4.05,1.44,101020,-8.52,24.7,0,0,33,0,0
2769937,0,0,0,0,0,0,0,-62.17,52.4,33.64,6.08,-5.11,0.56,101022,-8.02,24.7,0,0,26,0,0
2769985,0,0,0,0,0,0,0,-62.29,52.75,33.42,7.4,-4.34,-0.4,101023,-8.77,24.7,0,1,32,0,0
2770033,0,0,0,0,0,0,0,-62.22,52.54,33.73,5.21,1.1,3.79,101026,-8.94,24.7,0,1,25,0,0
2770081,0,0,0,0,0,0,0,-62.3,52.29,33.83,5.44,-1.55,1.83,101026,-8.77,24.7,0,0,20,0,0
2770129,0,0,0,0,0,0,0,-62.35,52.3,33.87,5.92,-1.73,2.35,101025,-8.11,24.7,0,0,17,0,0
2770177,0,0,0,0,0,0,0,-62.49,52.32,33.91,5.25,-2.02,2.49,101022,-8.61,24.7,0,2,21,0,0
2770225,0,0,0,0,0,0,0,-62.69,52.24,33.93,5.06,-2.23,3.57,101017,-8.28,24.7,0,1,21,0,0
2770273,0,0,0,0,0,0,0,-62.85,52.23,33.94,4.45,-1.57,3.97,101014,-8.02,24.7,0,2,22,0,0
2770336,0,0,0,0,0,0,0,-62.84,52.25,34.01,3.76,0.62,3.26,101014,-7.85,24.7,0,0,19,0,0
2770385,0,0,0,0,0,0,0,-62.81,52.27,34.01,3.7,1.16,3.01,101013,-8.28,24.7,0,0,26,0,0
2770433,0,0,0,0,0,0,0,-62.78,52.34,33.96,4.22,0.5,3.8,101019,-8.28,24.7,0,0,27,0,0
2770483,0,0,0,0,0,0,0,-62.83,52.54,33.77,5.72,-1.63,3.7,101019,-8.02,24.7,0,0,31,0,0
2770528,0,0,0,0,0,0,0,-62.86,52.7,33.63,5.56,-2.29,3.63,101023,-8.52,24.7,0,0,27,0,0
2770576,0,0,0,0,0,0,0,-62.77,52.67,33.67,5.08,-2.22,3.62,101025,-8.35,24.7,0,0,32,0,0
2770624,0,0,0,0,0,0,0,-62.63,52.6,33.78,4.88,-1.45,3.75,101017,-8.86,24.7,0,2,28,0,0
2770672,0,0,0,0,0,0,0,-62.6,52.65,33.77,5.68,-1.03,4.07,101014,-7.77,24.7,0,1,29,0,0
2770737,0,0,0,0,0,0,0,-62.7,52.61,33.74,6.18,-2.31,3.67,101019,-8.28,24.7,0,0,32,0,0
2770789,0,1,0,0,0,0,0,-62.71,52.47,33.84,5.8,-3.03,3.47,101023,-7.85,24.7,0,0,23,0,0
2770833,0,1,0,0,0,0,0,-62.66,52.29,34.04,5.17,-2.34,3.49,101014,-8.11,24.7,0,0,38,0,0
2770880,0,1,0,0,0,0,0,-62.59,52.11,34.23,5.04,-1.24,2.95,101019,-8.11,24.7,0,0,34,0,0
2770929,0,1,0,0,0,0,0,-62.6,52.03,34.31,5.71,-1.32,2.37,101020,-8.02,24.7,0,1,28,0,0
2770979,0,1,0,0,0,0,0,-62.66,51.96,34.37,5.25,-2.03,3.13,101017,-8.28,24.7,0,2,26,0,0
2771024,0,1,0,0,0,0,0,-62.64,51.8,34.51,4.96,-1.98,3.64,101028,-9.03,24.7,0,4,31,0,0
2771073,0,1,0,0,0,0,0,-62.51,51.6,34.71,5.59,-1.51,2.74,101026,-8.77,24.7,0,1,29,0,0
2771136,0,1,0,0,0,0,0,-62.46,51.49,34.82,5.8,-1.65,2.6,101017,-8.77,24.7,0,0,32,0,0
2771185,0,1,0,0,0,0,0,-62.48,51.44,34.87,5.49,-1.64,3.01,101023,-8.28,24.7,0,0,31,0,0
2771232,0,1,0,0,0,0,0,-62.5,51.4,34.91,5.6,-1.73,3.17,101022,-8.86,24.7,0,0,32,0,0
2771280,0,1,0,0,0,0,0,-62.53,51.36,34.93,6,-1.94,2.75,101016,-7.77,24.7,0,0,36,0,0
2771329,0,1,0,0,0,0,0,-62.57,51.32,34.95,5.98,-1.97,2.96,101020,-8.02,24.7,0,1,33,0,0
2771376,0,1,0,0,0,0,0,-62.62,51.29,34.97,5.64,-1.74,2.94,101022,-8.35,24.7,0,0,24,0,0
2771424,0,1,0,0,0,0,0,-62.68,51.28,34.97,5.96,-2.03,2.77,101022,-7.77,24.7,0,0,38,0,0
2771488,0,1,0,0,0,0,0,-62.77,51.29,34.95,6.22,-2.42,2.78,101022,-8.77,24.7,0,0,34,0,0
2771537,0,1,0,0,0,0,0,-62.85,51.29,34.95,6.05,-2.31,2.65,101032,-9.11,24.7,0,0,17,0,0
2771584,0,1,0,0,0,0,0,-62.94,51.32,34.93,6.05,-2.58,2.72,101017,-8.11,24.7,0,1,13,0,0
2771632,0,1,0,0,0,0,0,-62.99,51.33,34.94,6,-2.44,3.04,101016,-8.11,24.7,0,0,24,0,0
2771680,0,1,0,0,0,0,0,-63.04,51.34,34.95,6.01,-2.54,3.4,101023,-7.77,24.7,0,0,28,0,0
2771728,0,1,0,0,0,0,0,-63.06,51.34,34.99,5.81,-2.81,3.24,101022,-8.52,24.7,0,0,20,0,0
2771776,0,1,0,0,0,0,0,-63.11,51.36,35,6.11,-2.81,3.41,101022,-8.28,24.7,0,0,24,0,0
2771824,0,1,0,0,0,0,0,-63.15,51.36,35.02,6.48,-2.6,3.3,101013,-7.85,24.7,0,0,22,0,0
2771889,0,1,0,0,0,0,0,-63.22,51.36,35.02,6.55,-3.13,3.3,101019,-8.11,24.7,1,0,23,0,0
2771939,0,1,0,0,0,0,0,-63.29,51.33,35.04,6.51,-3.54,3.09,101019,-8.11,24.7,2,0,22,0,0
2771984,0,1,0,0,0,0,0,-63.38,51.31,35.06,5.99,-2.72,3.3,101017,-8.28,24.7,0,2,22,0,0
2772032,0,1,0,0,0,0,0,-63.46,51.29,35.07,6.27,-2.64,3.26,101022,-8.28,24.7,0,0,20,0,0
2772081,0,1,0,0,0,0,0,-63.54,51.24,35.1,6.31,-2.6,3.41,101012,-7.77,24.7,0,0,18,0,0
2772128,0,1,0,0,0,0,0,-63.6,51.19,35.13,6.23,-2.58,3.27,101019,-7.77,24.7,0,1,19,0,0
2772177,0,1,0,0,0,0,0,-63.68,51.14,35.16,6.36,-2.85,3.04,101009,-8.11,24.7,0,0,15,0,0
2772224,0,1,0,0,0,0,0,-63.77,51.12,35.17,6.39,-2.93,3.12,101017,-8.52,24.7,0,3,16,0,0
2772288,0,1,0,0,0,0,0,-63.86,51.12,35.17,6.34,-2.95,3.2,101019,-9.19,24.7,0,0,15,0,0
2772336,0,1,0,0,0,0,0,-63.94,51.07,35.2,6.34,-2.78,3.09,101022,-8.52,24.7,0,0,19,0,0
2772384,0,1,0,0,0,0,0,-64.01,51.02,35.23,6.16,-2.93,3.18,101016,-8.52,24.7,0,0,22,0,0
2772432,0,1,0,0,0,0,0,-64.09,50.97,35.27,6.22,-2.59,3.35,101016,-8.61,24.7,0,0,23,0,0
2772480,0,1,0,0,0,0,0,-64.14,50.93,35.31,6.17,-2.64,3.29,101014,-8.02,24.7,0,2,27,0,0
2772528,0,1,0,0,0,0,0,-64.2,50.91,35.32,6.5,-2.85,3.12,101016,-7.77,24.7,0,0,28,0,0
2772577,0,1,0,0,0,0,0,-64.3,50.93,35.3,6.93,-3.58,3.07,101010,-8.11,24.7,0,2,27,0,0
2772625,0,1,0,0,0,0,0,-64.38,50.91,35.34,6.63,-3.17,3.02,101020,-8.77,24.7,0,0,30,0,0
2772688,0,1,0,0,0,0,0,-64.46,50.86,35.39,6.69,-3.42,2.9,101019,-8.02,24.7,0,1,31,0,0
